year,url,orcid_id,author
2017,https://doi.org/10.1016/j.expneurol.2017.10.027,0000-0001-5911-0659,Hideki Yoshida
2017,https://doi.org/10.1038/s41598-017-07566-1,0000-0001-5911-0659,Hideki Yoshida
2017,https://doi.org/10.1247/csf.17014,0000-0001-5911-0659,Hideki Yoshida
2017,https://doi.org/10.1111/gtc.12500,0000-0001-5911-0659,Hideki Yoshida
2017,https://app.dimensions.ai/details/publication/pub.pub.1084781174,0000-0001-5911-0659,Hideki Yoshida
2017,https://doi.org/10.1016/j.yexcr.2017.03.044,0000-0001-5911-0659,Hideki Yoshida
2017,https://doi.org/10.1016/j.bbagrm.2017.03.004,0000-0001-5911-0659,Hideki Yoshida
2023,https://doi.org/10.1136/bmjopen-2023-074617,0000-0001-5984-7837,Robert David Stevens
2023,https://doi.org/10.1038/s41746-023-00895-8,0000-0001-5984-7837,Robert David Stevens
2023,https://doi.org/10.1177/08850666231194532,0000-0001-5984-7837,Robert David Stevens
2023,https://doi.org/10.1007/s12028-023-01813-2,0000-0001-5984-7837,Robert David Stevens
2023,https://doi.org/10.1164/rccm.202306-1111le,0000-0001-5984-7837,Robert David Stevens
2023,https://doi.org/10.1007/s12028-023-01769-3,0000-0001-5984-7837,Robert David Stevens
2023,https://doi.org/10.1007/s12028-023-01761-x,0000-0001-5984-7837,Robert David Stevens
2023,https://doi.org/10.1101/2023.06.12.23291152,0000-0001-5984-7837,Robert David Stevens
2023,https://doi.org/10.1109/ner52421.2023.10123870,0000-0001-5984-7837,Robert David Stevens
2023,https://doi.org/10.1101/2023.05.16.23289747,0000-0001-5984-7837,Robert David Stevens
2023,https://doi.org/10.1164/rccm.202212-2249oc,0000-0001-5984-7837,Robert David Stevens
2023,https://doi.org/10.1186/s13054-023-04410-z,0000-0001-5984-7837,Robert David Stevens
2023,https://doi.org/10.1101/2023.04.07.23288152,0000-0001-5984-7837,Robert David Stevens
2023,https://doi.org/10.48550/arxiv.2303.04630,0000-0001-5984-7837,Robert David Stevens
2023,https://doi.org/10.1213/ane.0000000000006384,0000-0001-5984-7837,Robert David Stevens
2017,https://doi.org/10.1161/str.48.suppl_1.tp140,0000-0001-5984-7837,Robert David Stevens
2017,https://doi.org/10.1016/j.jcrc.2017.11.023,0000-0001-5984-7837,Robert David Stevens
2017,https://doi.org/10.1148/radiol.2017162161,0000-0001-5984-7837,Robert David Stevens
2017,https://doi.org/10.1089/neu.2017.5009,0000-0001-5984-7837,Robert David Stevens
2017,https://doi.org/10.2337/dc16-2453,0000-0001-5984-7837,Robert David Stevens
2023,https://doi.org/10.1016/j.burns.2023.01.013,0000-0001-6320-4551,Masayuki Otawara
2017,https://doi.org/10.1097/bcr.0000000000000617,0000-0001-6320-4551,Masayuki Otawara
2023,https://doi.org/10.1097/01.ccm.0001003256.16878.99,0000-0001-6494-1430,Sandeep Tripathi
2023,https://doi.org/10.1097/pcc.0000000000003425,0000-0001-6494-1430,Sandeep Tripathi
2023,https://doi.org/10.1542/hpeds.2023-007113,0000-0001-6494-1430,Sandeep Tripathi
2023,https://doi.org/10.1097/ccm.0000000000006101,0000-0001-6494-1430,Sandeep Tripathi
2023,https://doi.org/10.1542/peds.2022-059688,0000-0001-6494-1430,Sandeep Tripathi
2023,https://doi.org/10.1097/pcc.0000000000003209,0000-0001-6494-1430,Sandeep Tripathi
2017,https://doi.org/10.1097/pq9.0000000000000027,0000-0001-6494-1430,Sandeep Tripathi
2023,https://doi.org/10.48550/arxiv.2312.14891,0000-0001-6712-6626,Leo Anthony G Celi
2023,https://doi.org/10.2139/ssrn.4634163,0000-0001-6712-6626,Leo Anthony G Celi
2023,https://doi.org/10.1016/j.ejca.2023.113504,0000-0001-6712-6626,Leo Anthony G Celi
2023,https://doi.org/10.1101/2023.12.11.23299819,0000-0001-6712-6626,Leo Anthony G Celi
2023,https://doi.org/10.2196/preprints.49374,0000-0001-6712-6626,Leo Anthony G Celi
2023,https://doi.org/10.1016/j.ijmedinf.2023.105303,0000-0001-6712-6626,Leo Anthony G Celi
2023,https://doi.org/10.1371/journal.pdig.0000373,0000-0001-6712-6626,Leo Anthony G Celi
2023,https://doi.org/10.2196/44773,0000-0001-6712-6626,Leo Anthony G Celi
2023,https://doi.org/10.1007/978-3-031-45249-9_30,0000-0001-6712-6626,Leo Anthony G Celi
2023,https://doi.org/10.1136/bmjhci-2023-100809,0000-0001-6712-6626,Leo Anthony G Celi
2023,https://doi.org/10.48550/arxiv.2311.12560,0000-0001-6712-6626,Leo Anthony G Celi
2023,https://doi.org/10.1016/j.mcpdig.2023.10.002,0000-0001-6712-6626,Leo Anthony G Celi
2023,https://doi.org/10.1016/j.artmed.2023.102715,0000-0001-6712-6626,Leo Anthony G Celi
2023,https://doi.org/10.48550/arxiv.2311.05418,0000-0001-6712-6626,Leo Anthony G Celi
2023,https://doi.org/10.1016/j.ijmedinf.2023.105285,0000-0001-6712-6626,Leo Anthony G Celi
2023,https://doi.org/10.1186/s12879-023-08745-4,0000-0001-6712-6626,Leo Anthony G Celi
2023,https://doi.org/10.1145/3617694.3623224,0000-0001-6712-6626,Leo Anthony G Celi
2023,https://doi.org/10.48550/arxiv.2310.16112,0000-0001-6712-6626,Leo Anthony G Celi
2023,https://doi.org/10.1016/s2589-7500(23)00150-4,0000-0001-6712-6626,Leo Anthony G Celi
2023,https://doi.org/10.1371/journal.pdig.0000368,0000-0001-6712-6626,Leo Anthony G Celi
2023,https://doi.org/10.1038/s41556-023-01258-x,0000-0001-6769-5458,Yun Ge
2023,https://doi.org/10.1021/acschembio.3c00340,0000-0001-6769-5458,Yun Ge
2023,https://doi.org/10.21203/rs.3.rs-2879035/v1,0000-0001-6769-5458,Yun Ge
2023,https://doi.org/10.1101/2023.04.24.537896,0000-0001-6769-5458,Yun Ge
2023,https://doi.org/10.31635/ccschem.023.202202593,0000-0001-6769-5458,Yun Ge
2023,https://doi.org/10.1021/acschembio.2c00894,0000-0001-6769-5458,Yun Ge
2017,https://doi.org/10.1021/acs.biochem.7b01017,0000-0001-6769-5458,Yun Ge
2017,https://doi.org/10.1002/ange.201708151,0000-0001-6769-5458,Yun Ge
2017,https://doi.org/10.1002/anie.201708151,0000-0001-6769-5458,Yun Ge
2023,https://doi.org/10.22489/cinc.2023.019,0000-0001-6972-5622,Edilberto Amorim
2023,https://doi.org/10.1161/circ.148.suppl_1.352,0000-0001-6972-5622,Edilberto Amorim
2023,https://doi.org/10.1007/s12028-023-01871-6,0000-0001-6972-5622,Edilberto Amorim
2023,https://doi.org/10.1161/cir.0000000000001163,0000-0001-6972-5622,Edilberto Amorim
2023,https://doi.org/10.1097/pcc.0000000000003412,0000-0001-6972-5622,Edilberto Amorim
2023,https://doi.org/10.1371/journal.pone.0294081,0000-0001-6972-5622,Edilberto Amorim
2023,https://doi.org/10.1097/ccm.0000000000006074,0000-0001-6972-5622,Edilberto Amorim
2023,https://doi.org/10.1016/j.clinph.2023.10.001,0000-0001-6972-5622,Edilberto Amorim
2023,https://doi.org/10.1177/0271678x231197392,0000-0001-6972-5622,Edilberto Amorim
2023,https://doi.org/10.1101/2023.08.28.23294672,0000-0001-6972-5622,Edilberto Amorim
2023,https://doi.org/10.1097/ccm.0000000000006016,0000-0001-6972-5622,Edilberto Amorim
2023,https://doi.org/10.1101/2023.08.01.23293285,0000-0001-6972-5622,Edilberto Amorim
2023,https://doi.org/10.1212/wnl.0000000000207537,0000-0001-6972-5622,Edilberto Amorim
2023,https://doi.org/10.3174/ajnr.a7779,0000-0001-6972-5622,Edilberto Amorim
2017,https://doi.org/10.1007/978-3-319-49557-6_4,0000-0001-6972-5622,Edilberto Amorim
2017,https://doi.org/10.1097/wnp.0000000000000368,0000-0001-6972-5622,Edilberto Amorim
2023,https://doi.org/10.1016/j.chest.2023.07.1190,0000-0001-7310-9881,Somnath Bose
2023,https://doi.org/10.1213/ane.0000000000006419,0000-0001-7310-9881,Somnath Bose
2023,https://doi.org/10.1513/annalsats.202210-841rl,0000-0001-7310-9881,Somnath Bose
2023,https://doi.org/10.1097/ccm.0000000000005709,0000-0001-7310-9881,Somnath Bose
2023,https://doi.org/10.1016/j.chest.2023.01.016,0000-0001-7310-9881,Somnath Bose
2023,https://doi.org/10.1513/annalsats.202207-600oc,0000-0001-7310-9881,Somnath Bose
2023,https://doi.org/10.4187/respcare.10258,0000-0001-7310-9881,Somnath Bose
2017,https://doi.org/10.1016/j.resuscitation.2017.10.023,0000-0001-7310-9881,Somnath Bose
2017,https://doi.org/10.1016/j.chest.2017.01.042,0000-0001-7310-9881,Somnath Bose
2017,https://doi.org/10.1053/j.jvca.2017.05.026,0000-0001-7310-9881,Somnath Bose
2017,https://doi.org/10.1007/s00134-017-4749-5,0000-0001-7310-9881,Somnath Bose
2017,https://doi.org/10.1007/s12630-017-0832-1,0000-0001-7310-9881,Somnath Bose
2023,https://doi.org/10.1097/01.ccm.0000999072.03228.7c,0000-0001-7325-5512,Daisuke Kawakami
2023,https://doi.org/10.1186/s13054-023-04681-6,0000-0001-7325-5512,Daisuke Kawakami
2023,https://doi.org/10.3164/jcbn.23-66,0000-0001-7325-5512,Daisuke Kawakami
2023,https://doi.org/10.1097/ccm.0000000000005980,0000-0001-7325-5512,Daisuke Kawakami
2017,https://doi.org/10.1093/cid/cix018,0000-0001-7325-5512,Daisuke Kawakami
2023,https://doi.org/10.1177/00185787231170386,0000-0001-7713-0768,Ashley Taylor
2023,https://doi.org/10.1097/01.ccm.0000999876.70640.17,0000-0001-7773-2486,Julianne Yeary
2023,https://doi.org/10.1097/01.ccm.0001001804.84722.46,0000-0001-7773-2486,Julianne Yeary
2023,https://doi.org/10.1097/01.ccm.0000999828.87995.68,0000-0001-7773-2486,Julianne Yeary
2023,https://doi.org/10.1186/s13063-023-07764-5,0000-0001-7773-2486,Julianne Yeary
2023,https://doi.org/10.1111/acem.14819,0000-0001-7773-2486,Julianne Yeary
2023,https://doi.org/10.1111/acem.14685,0000-0001-7773-2486,Julianne Yeary
2023,https://doi.org/10.1097/01.ccm.0001002200.75352.9e,0000-0001-7960-0161,Deepali Dixit
2023,https://doi.org/10.1097/01.ccm.0001001948.17290.98,0000-0001-7960-0161,Deepali Dixit
2023,https://doi.org/10.1093/cid/ciad526,0000-0001-7960-0161,Deepali Dixit
2023,https://doi.org/10.1093/cid/ciad499,0000-0001-7960-0161,Deepali Dixit
2023,https://doi.org/10.1007/s40495-023-00323-1,0000-0001-7960-0161,Deepali Dixit
2023,https://doi.org/10.1177/08850666231176194,0000-0001-7960-0161,Deepali Dixit
2017,https://app.dimensions.ai/details/publication/pub.pub.1100455062,0000-0001-7960-0161,Deepali Dixit
2023,https://doi.org/10.1002/phar.2837,0000-0001-8047-5978,Melissa L Thompson Bastin
2023,https://doi.org/10.1002/phar.2795,0000-0001-8047-5978,Melissa L Thompson Bastin
2017,https://doi.org/10.1177/0885066617738715,0000-0001-8047-5978,Melissa L Thompson Bastin
2017,https://doi.org/10.1016/j.chest.2017.05.023,0000-0001-8047-5978,Melissa L Thompson Bastin
2017,https://doi.org/10.1016/j.jcrc.2017.07.046,0000-0001-8047-5978,Melissa L Thompson Bastin
2017,https://doi.org/10.1177/0885066617716396,0000-0001-8047-5978,Melissa L Thompson Bastin
2017,https://doi.org/10.2146/ajhp160129,0000-0001-8047-5978,Melissa L Thompson Bastin
2023,https://app.dimensions.ai/details/publication/pub.pub.1167879759,0000-0001-8094-5562,Pradip Ramamurti
2023,https://doi.org/10.5435/jaaosglobal-d-23-00008,0000-0001-8094-5562,Pradip Ramamurti
2023,https://doi.org/10.1177/24730114231209768,0000-0001-8094-5562,Pradip Ramamurti
2023,https://doi.org/10.1016/j.asmr.2023.100798,0000-0001-8094-5562,Pradip Ramamurti
2023,https://doi.org/10.1177/26350254231184480,0000-0001-8094-5562,Pradip Ramamurti
2023,https://doi.org/10.1053/j.jfas.2023.04.003,0000-0001-8094-5562,Pradip Ramamurti
2023,https://doi.org/10.1016/j.arth.2023.03.051,0000-0001-8094-5562,Pradip Ramamurti
2023,https://doi.org/10.1007/s00590-023-03494-1,0000-0001-8094-5562,Pradip Ramamurti
2023,https://doi.org/10.2106/jbjs.rvw.20.00118,0000-0001-8094-5562,Pradip Ramamurti
2023,https://doi.org/10.1164/ajrccm-conference.2023.207.1_meetingabstracts.a1998,0000-0001-8102-7050,Hilamber Subba
2023,https://doi.org/10.1097/01.ccm.0001003112.15525.06,0000-0001-8333-0141,Takaki Naito
2023,https://doi.org/10.1002/ams2.870,0000-0001-8333-0141,Takaki Naito
2023,https://doi.org/10.17264/stmarieng.14.39,0000-0001-8333-0141,Takaki Naito
2017,https://doi.org/10.1007/s11606-017-4208-6,0000-0001-8333-0141,Takaki Naito
2017,https://doi.org/10.1016/j.jcrc.2017.04.021,0000-0001-8333-0141,Takaki Naito
2023,https://doi.org/10.1097/01.ccm.0001003364.43406.c5,0000-0001-8518-9006,Omar Badawi
2023,https://doi.org/10.1371/journal.pdig.0000289,0000-0001-8518-9006,Omar Badawi
2023,https://doi.org/10.1002/jac5.1856,0000-0001-8518-9006,Omar Badawi
2023,https://doi.org/10.1016/j.ijnurstu.2023.104529,0000-0001-8518-9006,Omar Badawi
2023,https://doi.org/10.1089/tmj.2022.0415,0000-0001-8518-9006,Omar Badawi
2017,https://doi.org/10.1016/j.chest.2017.06.050,0000-0001-8518-9006,Omar Badawi
2017,https://doi.org/10.1097/ccm.0000000000002506,0000-0001-8518-9006,Omar Badawi
2017,https://doi.org/10.1097/ccm.0000000000002326,0000-0001-8518-9006,Omar Badawi
2023,https://doi.org/10.1016/j.alcohol.2023.10.028,0000-0001-8856-3227,Jamie Lynn Sturgill
2023,https://doi.org/10.1080/09537104.2023.2264978,0000-0001-8856-3227,Jamie Lynn Sturgill
2023,https://doi.org/10.1038/s41598-023-32699-x,0000-0001-8856-3227,Jamie Lynn Sturgill
2023,https://doi.org/10.1016/j.jaci.2022.12.221,0000-0001-8856-3227,Jamie Lynn Sturgill
2023,https://doi.org/10.1097/cce.0000000000000849,0000-0001-8856-3227,Jamie Lynn Sturgill
2017,https://doi.org/10.1097/nnr.0000000000000248,0000-0001-8856-3227,Jamie Lynn Sturgill
2017,https://doi.org/10.1155/2017/5984819,0000-0001-8856-3227,Jamie Lynn Sturgill
2017,https://doi.org/10.1016/j.jss.2017.05.101,0000-0001-8856-3227,Jamie Lynn Sturgill
2017,https://doi.org/10.1016/s0016-5085(17)32409-5,0000-0001-8856-3227,Jamie Lynn Sturgill
2023,https://doi.org/10.1016/j.chest.2022.11.031,0000-0001-8985-7518,Travis W Murphy
2017,https://doi.org/10.1016/j.amjsurg.2017.07.004,0000-0001-8985-7518,Travis W Murphy
2023,https://doi.org/10.1093/milmed/usad298,0000-0001-9005-8844,Yuliya Pinevich
2023,https://doi.org/10.3390/bioengineering10101155,0000-0001-9005-8844,Yuliya Pinevich
2023,https://doi.org/10.1016/j.ijmedinf.2023.105118,0000-0001-9005-8844,Yuliya Pinevich
2023,https://doi.org/10.1097/cce.0000000000000909,0000-0001-9005-8844,Yuliya Pinevich
2023,https://doi.org/10.1136/bmjqs-2022-015038,0000-0001-9005-8844,Yuliya Pinevich
2023,https://doi.org/10.1016/j.jpainsymman.2023.02.317,0000-0001-9005-8844,Yuliya Pinevich
2023,https://doi.org/10.17305/bb.2022.8393,0000-0001-9005-8844,Yuliya Pinevich
2023,https://doi.org/10.1016/j.vgie.2023.10.011,0000-0001-9453-1571,Masayasu Horibe
2023,https://doi.org/10.1007/s10620-023-08137-3,0000-0001-9453-1571,Masayasu Horibe
2023,https://doi.org/10.1016/s0016-5085(23)03426-1,0000-0001-9453-1571,Masayasu Horibe
2023,https://doi.org/10.1016/j.gie.2023.04.443,0000-0001-9453-1571,Masayasu Horibe
2023,https://doi.org/10.1016/j.gie.2023.04.278,0000-0001-9453-1571,Masayasu Horibe
2023,https://doi.org/10.1016/j.gie.2023.04.557,0000-0001-9453-1571,Masayasu Horibe
2023,https://doi.org/10.1007/s12328-023-01817-7,0000-0001-9453-1571,Masayasu Horibe
2023,https://doi.org/10.1001/jamaoncol.2023.0806,0000-0001-9453-1571,Masayasu Horibe
2023,https://doi.org/10.1017/cts.2023.152,0000-0001-9453-1571,Masayasu Horibe
2017,https://doi.org/10.11641/pde.91.1_76,0000-0001-9453-1571,Masayasu Horibe
2017,https://doi.org/10.3892/ol.2017.6650,0000-0001-9453-1571,Masayasu Horibe
2017,https://doi.org/10.1016/j.pan.2017.05.291,0000-0001-9453-1571,Masayasu Horibe
2017,https://doi.org/10.1186/s13054-017-1629-x,0000-0001-9453-1571,Masayasu Horibe
2017,https://doi.org/10.1007/s00134-017-4722-3,0000-0001-9453-1571,Masayasu Horibe
2017,https://doi.org/10.1177/2050640616670566,0000-0001-9453-1571,Masayasu Horibe
2023,https://doi.org/10.1164/rccm.202310-1823ed,0000-0002-0021-2033,Amos Lal
2023,https://doi.org/10.1080/14767058.2023.2278020,0000-0002-0021-2033,Amos Lal
2023,https://doi.org/10.1183/13993003.congress-2023.pa4562,0000-0002-0021-2033,Amos Lal
2023,https://doi.org/10.21037/atm-23-1798,0000-0002-0021-2033,Amos Lal
2023,https://doi.org/10.3390/bioengineering10101155,0000-0002-0021-2033,Amos Lal
2023,https://doi.org/10.1016/j.chest.2023.07.1209,0000-0002-0021-2033,Amos Lal
2023,https://doi.org/10.1016/j.chest.2023.07.2010,0000-0002-0021-2033,Amos Lal
2023,https://doi.org/10.1016/j.chest.2023.07.3348,0000-0002-0021-2033,Amos Lal
2023,https://doi.org/10.1016/j.chest.2023.07.3349,0000-0002-0021-2033,Amos Lal
2023,https://doi.org/10.48208/headachemed.2023.16,0000-0002-0021-2033,Amos Lal
2023,https://doi.org/10.1016/j.hrtlng.2023.08.008,0000-0002-0021-2033,Amos Lal
2023,https://doi.org/10.1093/ofid/ofad442,0000-0002-0021-2033,Amos Lal
2023,https://doi.org/10.17305/bb.2023.9344,0000-0002-0021-2033,Amos Lal
2023,https://doi.org/10.1186/s13063-023-07355-4,0000-0002-0021-2033,Amos Lal
2023,https://doi.org/10.55729/2000-9666.1159,0000-0002-0021-2033,Amos Lal
2023,https://doi.org/10.1164/ajrccm-conference.2023.207.1_meetingabstracts.a6299,0000-0002-0021-2033,Amos Lal
2023,https://doi.org/10.1164/ajrccm-conference.2023.207.1_meetingabstracts.a3455,0000-0002-0021-2033,Amos Lal
2023,https://doi.org/10.1164/ajrccm-conference.2023.207.1_meetingabstracts.a1681,0000-0002-0021-2033,Amos Lal
2023,https://doi.org/10.1164/ajrccm-conference.2023.207.1_meetingabstracts.a1620,0000-0002-0021-2033,Amos Lal
2023,https://doi.org/10.1186/s12883-023-03192-9,0000-0002-0021-2033,Amos Lal
2023,https://doi.org/10.1161/res.133.suppl_1.p3183,0000-0002-0120-3366,Bereketeab Haileselassie
2023,https://doi.org/10.1161/res.133.suppl_1.p3175,0000-0002-0120-3366,Bereketeab Haileselassie
2023,https://doi.org/10.1016/j.ebiom.2023.104938,0000-0002-0120-3366,Bereketeab Haileselassie
2023,https://doi.org/10.1161/circ.148.suppl_1.17975,0000-0002-0120-3366,Bereketeab Haileselassie
2023,https://doi.org/10.1097/01.ccm.0001001688.31074.d3,0000-0002-0120-3366,Bereketeab Haileselassie
2023,https://doi.org/10.1097/01.ccm.0001001300.92620.22,0000-0002-0120-3366,Bereketeab Haileselassie
2023,https://doi.org/10.21203/rs.3.rs-3692289/v1,0000-0002-0120-3366,Bereketeab Haileselassie
2023,https://doi.org/10.1182/blood-2023-179456,0000-0002-0120-3366,Bereketeab Haileselassie
2023,https://doi.org/10.1186/s13054-023-04746-6,0000-0002-0120-3366,Bereketeab Haileselassie
2023,https://doi.org/10.1097/shk.0000000000002253,0000-0002-0120-3366,Bereketeab Haileselassie
2023,https://doi.org/10.1016/j.yjmcc.2023.11.004,0000-0002-0120-3366,Bereketeab Haileselassie
2023,https://doi.org/10.1097/shk.0000000000002266,0000-0002-0120-3366,Bereketeab Haileselassie
2023,https://doi.org/10.1007/978-3-031-26538-9_11,0000-0002-0120-3366,Bereketeab Haileselassie
2023,https://doi.org/10.21203/rs.3.rs-3216613/v1,0000-0002-0120-3366,Bereketeab Haileselassie
2023,https://doi.org/10.1097/shk.0000000000002183,0000-0002-0120-3366,Bereketeab Haileselassie
2023,https://doi.org/10.1038/s41467-023-40043-0,0000-0002-0120-3366,Bereketeab Haileselassie
2023,https://doi.org/10.1186/s13054-023-04554-y,0000-0002-0120-3366,Bereketeab Haileselassie
2023,https://doi.org/10.21203/rs.3.rs-3117188/v1,0000-0002-0120-3366,Bereketeab Haileselassie
2023,https://doi.org/10.1186/s13054-023-04535-1,0000-0002-0120-3366,Bereketeab Haileselassie
2023,https://doi.org/10.21203/rs.3.rs-3078685/v1,0000-0002-0120-3366,Bereketeab Haileselassie
2023,https://doi.org/10.1016/j.chest.2023.07.1209,0000-0002-0129-6638,Donna Lee Armaignac
2023,https://doi.org/10.1177/08850666231174375,0000-0002-0129-6638,Donna Lee Armaignac
2023,https://doi.org/10.1164/ajrccm-conference.2023.207.1_meetingabstracts.a6299,0000-0002-0129-6638,Donna Lee Armaignac
2023,https://doi.org/10.1089/tmj.2022.0415,0000-0002-0129-6638,Donna Lee Armaignac
2023,https://doi.org/10.1097/inf.0000000000004055,0000-0002-1027-6962,Meghana Nadiger
2023,https://doi.org/10.1128/jcm.00546-23,0000-0002-1215-5216,Dee Shortridge
2023,https://doi.org/10.1093/ofid/ofad500.795,0000-0002-1215-5216,Dee Shortridge
2023,https://doi.org/10.1093/ofid/ofad500.2368,0000-0002-1215-5216,Dee Shortridge
2023,https://doi.org/10.1093/ofid/ofad500.2365,0000-0002-1215-5216,Dee Shortridge
2023,https://doi.org/10.1093/ofid/ofad500.1796,0000-0002-1215-5216,Dee Shortridge
2023,https://doi.org/10.1093/ofid/ofad500.1794,0000-0002-1215-5216,Dee Shortridge
2023,https://doi.org/10.1093/ofid/ofad500.1641,0000-0002-1215-5216,Dee Shortridge
2023,https://doi.org/10.1128/spectrum.01981-23,0000-0002-1215-5216,Dee Shortridge
2023,https://doi.org/10.1128/msphere.00162-23,0000-0002-1215-5216,Dee Shortridge
2023,https://doi.org/10.1016/j.ijantimicag.2023.106744,0000-0002-1215-5216,Dee Shortridge
2023,https://doi.org/10.1128/spectrum.04673-22,0000-0002-1215-5216,Dee Shortridge
2023,https://doi.org/10.1128/spectrum.04507-22,0000-0002-1215-5216,Dee Shortridge
