year,url,orcid_id,author
2023,https://doi.org/10.1136/rapm-2023-esra.213,0000-0001-8503-0783,Eugene Oreshnikov
2023,https://doi.org/10.1136/rapm-2023-esra.129,0000-0001-8503-0783,Eugene Oreshnikov
2023,https://doi.org/10.1016/j.ijmedinf.2023.105300,0000-0001-9632-0188,Eunjeong Heo
2023,https://doi.org/10.1038/s41598-023-41369-x,0000-0001-9632-0188,Eunjeong Heo
2023,https://doi.org/10.1016/j.jhin.2023.05.007,0000-0001-9632-0188,Eunjeong Heo
2023,https://doi.org/10.1117/1.jbo.28.12.126005,0000-0002-0050-3025,Ofer Sadan
2023,https://doi.org/10.1002/jum.16364,0000-0002-0050-3025,Ofer Sadan
2023,https://doi.org/10.1101/2023.10.17.23297116,0000-0002-0050-3025,Ofer Sadan
2023,https://doi.org/10.1016/j.xjon.2023.09.020,0000-0002-0050-3025,Ofer Sadan
2023,https://doi.org/10.1093/jamiaopen/ooad067,0000-0002-0050-3025,Ofer Sadan
2023,https://doi.org/10.1136/jnis-2023-snis.72,0000-0002-0050-3025,Ofer Sadan
2023,https://doi.org/10.1136/jnis-2023-snis.320,0000-0002-0050-3025,Ofer Sadan
2023,https://doi.org/10.1007/s12028-023-01767-5,0000-0002-0050-3025,Ofer Sadan
2023,https://doi.org/10.1093/infdis/jiad194,0000-0002-0050-3025,Ofer Sadan
2023,https://doi.org/10.1016/j.jtha.2023.04.040,0000-0002-0050-3025,Ofer Sadan
2023,https://doi.org/10.1212/wnl.0000000000203890,0000-0002-0050-3025,Ofer Sadan
2023,https://doi.org/10.1212/wnl.0000000000203782,0000-0002-0050-3025,Ofer Sadan
2023,https://doi.org/10.1016/j.ajt.2023.04.020,0000-0002-0050-3025,Ofer Sadan
2023,https://doi.org/10.1007/978-3-031-07395-3_24,0000-0002-0050-3025,Ofer Sadan
2023,https://doi.org/10.3389/fneur.2023.1052232,0000-0002-0050-3025,Ofer Sadan
2023,https://doi.org/10.1227/neu.0000000000002375_383,0000-0002-0050-3025,Ofer Sadan
2023,https://doi.org/10.1016/j.ajog.2023.02.022,0000-0002-0050-3025,Ofer Sadan
2023,https://doi.org/10.1016/j.jstrokecerebrovasdis.2023.106987,0000-0002-0050-3025,Ofer Sadan
2017,https://doi.org/10.1097/ccm.0000000000002600,0000-0002-0050-3025,Ofer Sadan
2017,https://doi.org/10.1097/ccm.0000000000002497,0000-0002-0050-3025,Ofer Sadan
2023,https://doi.org/10.1097/01.ccm.0000999480.30197.d2,0000-0002-1530-1549,Niveditha Balakumar
2023,https://doi.org/10.1155/2023/6875754,0000-0002-1530-1549,Niveditha Balakumar
2023,https://doi.org/10.1097/shk.0000000000002292,0000-0002-1646-709X,Anirban Bhattacharyya
2023,https://doi.org/10.1161/circ.148.suppl_1.15728,0000-0002-1646-709X,Anirban Bhattacharyya
2023,https://doi.org/10.1097/01.ccm.0000999088.95147.64,0000-0002-1646-709X,Anirban Bhattacharyya
2023,https://doi.org/10.1097/01.ccm.0001003988.51626.a7,0000-0002-1646-709X,Anirban Bhattacharyya
2023,https://doi.org/10.1097/01.ccm.0001003916.54988.13,0000-0002-1646-709X,Anirban Bhattacharyya
2023,https://doi.org/10.1097/01.ccm.0000999880.14105.85,0000-0002-1646-709X,Anirban Bhattacharyya
2023,https://doi.org/10.1097/01.ccm.0001000400.52596.ea,0000-0002-1646-709X,Anirban Bhattacharyya
2023,https://doi.org/10.1097/01.ccm.0001000748.55001.dc,0000-0002-1646-709X,Anirban Bhattacharyya
2023,https://doi.org/10.1177/02676591231220305,0000-0002-1646-709X,Anirban Bhattacharyya
2023,https://doi.org/10.1093/ofid/ofad500.275,0000-0002-1646-709X,Anirban Bhattacharyya
2023,https://doi.org/10.3389/fmed.2023.1240426,0000-0002-1646-709X,Anirban Bhattacharyya
2023,https://doi.org/10.1016/j.mayocp.2023.08.007,0000-0002-1646-709X,Anirban Bhattacharyya
2023,https://doi.org/10.1016/j.chest.2023.07.4158,0000-0002-1646-709X,Anirban Bhattacharyya
2023,https://doi.org/10.1016/j.chest.2023.07.1233,0000-0002-1646-709X,Anirban Bhattacharyya
2023,https://doi.org/10.1016/j.chest.2023.07.1245,0000-0002-1646-709X,Anirban Bhattacharyya
2023,https://doi.org/10.1016/j.chest.2023.07.1241,0000-0002-1646-709X,Anirban Bhattacharyya
2023,https://doi.org/10.1016/j.chest.2023.07.4161,0000-0002-1646-709X,Anirban Bhattacharyya
2023,https://doi.org/10.1016/j.chest.2023.07.1229,0000-0002-1646-709X,Anirban Bhattacharyya
2023,https://doi.org/10.1016/j.chest.2023.07.1123,0000-0002-1646-709X,Anirban Bhattacharyya
2023,https://doi.org/10.1016/j.chest.2023.07.1227,0000-0002-1646-709X,Anirban Bhattacharyya
2023,https://doi.org/10.1007/s13181-023-00956-0,0000-0002-1779-3532,Sarah Piel
2023,https://doi.org/10.1161/jaha.122.026479,0000-0002-1779-3532,Sarah Piel
2023,https://doi.org/10.1007/s13181-022-00928-w,0000-0002-1779-3532,Sarah Piel
2023,https://doi.org/10.1097/01.ccm.0001001592.77119.9b,0000-0002-2996-217X,Nadir Yehya
2023,https://doi.org/10.1097/01.ccm.0001001784.14163.b7,0000-0002-2996-217X,Nadir Yehya
2023,https://doi.org/10.1097/01.ccm.0001001524.45016.c3,0000-0002-2996-217X,Nadir Yehya
2023,https://doi.org/10.1097/01.ccm.0001001596.16436.1e,0000-0002-2996-217X,Nadir Yehya
2023,https://doi.org/10.1097/01.ccm.0001001600.90589.67,0000-0002-2996-217X,Nadir Yehya
2023,https://doi.org/10.1097/01.ccm.0000998444.34329.27,0000-0002-2996-217X,Nadir Yehya
2023,https://doi.org/10.1136/thorax-2023-220130,0000-0002-2996-217X,Nadir Yehya
2023,https://doi.org/10.1001/jamanetworkopen.2023.30774,0000-0002-2996-217X,Nadir Yehya
2023,https://doi.org/10.1016/j.chest.2023.05.010,0000-0002-2996-217X,Nadir Yehya
2023,https://doi.org/10.1016/j.resuscitation.2023.109936,0000-0002-2996-217X,Nadir Yehya
2023,https://doi.org/10.1097/pcc.0000000000003325,0000-0002-2996-217X,Nadir Yehya
2023,https://doi.org/10.1016/j.healun.2023.07.003,0000-0002-2996-217X,Nadir Yehya
2023,https://doi.org/10.1097/pcc.0000000000003311,0000-0002-2996-217X,Nadir Yehya
2023,https://doi.org/10.1016/j.resuscitation.2023.109856,0000-0002-2996-217X,Nadir Yehya
2023,https://doi.org/10.1136/thorax-2022-219961,0000-0002-2996-217X,Nadir Yehya
2023,https://doi.org/10.1164/ajrccm-conference.2023.207.1_meetingabstracts.a6423,0000-0002-2996-217X,Nadir Yehya
2023,https://doi.org/10.1164/ajrccm-conference.2023.207.1_meetingabstracts.a4577,0000-0002-2996-217X,Nadir Yehya
2023,https://doi.org/10.1164/ajrccm-conference.2023.207.1_meetingabstracts.a1727,0000-0002-2996-217X,Nadir Yehya
2023,https://doi.org/10.1097/pcc.0000000000003243,0000-0002-2996-217X,Nadir Yehya
2023,https://doi.org/10.1097/pcc.0000000000003244,0000-0002-2996-217X,Nadir Yehya
2023,https://doi.org/10.1097/01.ccm.0001003960.79415.4d,0000-0002-3770-3944,Taegyun Kim
2023,https://doi.org/10.1097/shk.0000000000002259,0000-0002-3770-3944,Taegyun Kim
2023,https://doi.org/10.1186/s12873-023-00813-x,0000-0002-3770-3944,Taegyun Kim
2023,https://doi.org/10.1016/j.jss.2022.12.020,0000-0002-3770-3944,Taegyun Kim
2017,https://doi.org/10.15441/ceem.16.164,0000-0002-3770-3944,Taegyun Kim
2017,https://doi.org/10.1016/j.resuscitation.2017.05.016,0000-0002-3770-3944,Taegyun Kim
2017,https://doi.org/10.1016/j.ajem.2017.04.051,0000-0002-3770-3944,Taegyun Kim
2017,https://doi.org/10.1097/ta.0000000000001337,0000-0002-3770-3944,Taegyun Kim
2017,https://doi.org/10.1016/j.ccc.2017.06.005,0000-0002-4557-0002,Christopher Loren Jenks
2017,https://doi.org/10.1097/mat.0000000000000575,0000-0002-4557-0002,Christopher Loren Jenks
2017,https://doi.org/10.1016/j.hrtlng.2017.04.009,0000-0002-4557-0002,Christopher Loren Jenks
2017,https://doi.org/10.1177/0885066617708992,0000-0002-4557-0002,Christopher Loren Jenks
2017,https://doi.org/10.1097/mat.0000000000000453,0000-0002-4557-0002,Christopher Loren Jenks
2023,https://doi.org/10.23736/s2724-5276.23.07208-7,0000-0002-6274-5775,Saul Flores
2023,https://doi.org/10.1017/s1047951123003931,0000-0002-6274-5775,Saul Flores
2023,https://doi.org/10.21203/rs.3.rs-3632444/v1,0000-0002-6274-5775,Saul Flores
2023,https://doi.org/10.1007/s00246-023-03315-6,0000-0002-6274-5775,Saul Flores
2023,https://doi.org/10.21203/rs.3.rs-3387117/v1,0000-0002-6274-5775,Saul Flores
2023,https://doi.org/10.1007/s00246-023-03302-x,0000-0002-6274-5775,Saul Flores
2023,https://doi.org/10.1097/pcc.0000000000003354,0000-0002-6274-5775,Saul Flores
2023,https://doi.org/10.1007/978-3-031-26538-9_4,0000-0002-6274-5775,Saul Flores
2023,https://doi.org/10.21203/rs.3.rs-3193241/v1,0000-0002-6274-5775,Saul Flores
2023,https://doi.org/10.21203/rs.3.rs-3191979/v1,0000-0002-6274-5775,Saul Flores
2023,https://doi.org/10.1007/s00381-023-06010-2,0000-0002-6274-5775,Saul Flores
2023,https://doi.org/10.1007/s00246-023-03187-w,0000-0002-6274-5775,Saul Flores
2023,https://doi.org/10.1007/s00246-023-03167-0,0000-0002-6274-5775,Saul Flores
2023,https://doi.org/10.1097/hc9.0000000000000109,0000-0002-6274-5775,Saul Flores
2023,https://doi.org/10.1017/s1047951123000653,0000-0002-6274-5775,Saul Flores
2023,https://doi.org/10.1055/s-0043-1762911,0000-0002-6274-5775,Saul Flores
2023,https://doi.org/10.1007/s00246-023-03111-2,0000-0002-6274-5775,Saul Flores
2023,https://doi.org/10.1016/j.athoracsur.2023.01.029,0000-0002-6274-5775,Saul Flores
2017,https://doi.org/10.1542/pir.2016-0102,0000-0002-6274-5775,Saul Flores
2017,https://doi.org/10.1097/pcc.0000000000001172,0000-0002-6274-5775,Saul Flores
2023,https://doi.org/10.1097/01.ccm.0001001248.83626.2a,0000-0002-6529-7779,Niranjan Vijayakumar
2023,https://doi.org/10.1016/j.athoracsur.2023.01.029,0000-0002-6529-7779,Niranjan Vijayakumar
2023,https://doi.org/10.1016/j.bjane.2023.04.004,0000-0003-3041-1639,Vivian Hernandez-Torres
2023,https://doi.org/10.1007/s12630-023-02439-w,0000-0003-3041-1639,Vivian Hernandez-Torres
2023,https://doi.org/10.1097/pcc.0000000000003362,0000-0003-3115-7476,Vidit Bhargava
2023,https://doi.org/10.1097/pcc.0000000000003377,0000-0003-3115-7476,Vidit Bhargava
2023,https://doi.org/10.1007/978-3-031-26538-9_14,0000-0003-3115-7476,Vidit Bhargava
2023,https://doi.org/10.1002/jum.16283,0000-0003-3115-7476,Vidit Bhargava
2023,https://doi.org/10.1097/pcc.0000000000003288,0000-0003-3115-7476,Vidit Bhargava
2023,https://doi.org/10.1097/ccm.0000000000005888,0000-0003-3115-7476,Vidit Bhargava
2017,https://doi.org/10.1080/15513815.2017.1379041,0000-0003-3115-7476,Vidit Bhargava
2017,https://doi.org/10.1542/pir.2016-0205,0000-0003-3115-7476,Vidit Bhargava
2017,https://doi.org/10.1186/s12887-017-0777-0,0000-0003-3115-7476,Vidit Bhargava
2017,https://doi.org/10.1542/neo.18-1-e70,0000-0003-3115-7476,Vidit Bhargava
2023,https://doi.org/10.1101/2023.12.22.23300458,0000-0003-3777-8767,Piyush Mathur
2023,https://doi.org/10.1097/01.ccm.0001003188.05645.38,0000-0003-3777-8767,Piyush Mathur
2023,https://doi.org/10.1201/9781003262152-8,0000-0003-3777-8767,Piyush Mathur
2023,https://doi.org/10.1201/9781003262152-5,0000-0003-3777-8767,Piyush Mathur
2023,https://doi.org/10.1101/2023.06.20.23291653,0000-0003-3777-8767,Piyush Mathur
2023,https://doi.org/10.1371/journal.pdig.0000278,0000-0003-3777-8767,Piyush Mathur
2023,https://doi.org/10.1097/cce.0000000000000834,0000-0003-3777-8767,Piyush Mathur
2023,https://doi.org/10.1101/2022.12.31.22284092,0000-0003-3777-8767,Piyush Mathur
2023,https://doi.org/10.1213/ane.0000000000005952,0000-0003-3777-8767,Piyush Mathur
2017,https://doi.org/10.1155/2017/1279307,0000-0003-3940-6369,Wanchun Tang
2017,https://doi.org/10.21037/jtd.2017.08.167,0000-0003-3940-6369,Wanchun Tang
2017,https://doi.org/10.14814/phy2.13401,0000-0003-3940-6369,Wanchun Tang
2017,https://doi.org/10.3760/cma.j.issn.2095-4352.2017.06.012,0000-0003-3940-6369,Wanchun Tang
2023,https://doi.org/10.1164/ajrccm-conference.2023.207.1_meetingabstracts.a1669,0009-0005-7344-6964,Nasim Motayar
