Article Title,Authors,Article URL,Author Information
6: PRE-ARREST ELECTROCARDIOGRAPHIC CHANGES: COULD THEY PREDICT CARDIAC ARREST IN HOSPITALIZED CHILDREN?,"Gutiérrez-Gomez, Agustin1; West, Charleston2; Sumbel, Lydia3; Singh, Harinder3; Agarwal, Arpit3; Bhalala, Utpal3
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/6__pre_arrest_electrocardiographic_changes__could.9.aspx,
6: PRE-ARREST ELECTROCARDIOGRAPHIC CHANGES: COULD THEY PREDICT CARDIAC ARREST IN HOSPITALIZED CHILDREN?,,https://journals.lww.com/ccmjournal/citation/2020/01001/6__pre_arrest_electrocardiographic_changes__could.9.aspx,
7: OUTCOMES OF REPEATED EXTRACORPOREAL MEMBRANE OXYGENATION IN ADULTS: ANALYSIS OF THE ELSO REGISTRY,"Henry, Brandon1; Thiagarajan, Ravi2; Cooper, David1
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/7__outcomes_of_repeated_extracorporeal_membrane.10.aspx,
7: OUTCOMES OF REPEATED EXTRACORPOREAL MEMBRANE OXYGENATION IN ADULTS: ANALYSIS OF THE ELSO REGISTRY,,https://journals.lww.com/ccmjournal/citation/2020/01001/7__outcomes_of_repeated_extracorporeal_membrane.10.aspx,"1Cincinnati Children’s Hospital Medical Center, Cincinnati, OH
2Boston Children’s Hospital, Boston, MA"
8: ECPR IN THE PEDIATRIC CARDIAC POPULATION: ANALYSIS FROM THE VIRTUAL PEDIATRIC SYSTEM DATABASE,"Bhalala, Utpal1; Guffey, Danielle2; Thiagarajan, Ravi3; Lasa, Javier4
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/8__ecpr_in_the_pediatric_cardiac_population_.11.aspx,
8: ECPR IN THE PEDIATRIC CARDIAC POPULATION: ANALYSIS FROM THE VIRTUAL PEDIATRIC SYSTEM DATABASE,,https://journals.lww.com/ccmjournal/citation/2020/01001/8__ecpr_in_the_pediatric_cardiac_population_.11.aspx,
9: THE EFFECT OF PROTOCOLIZATION OF STATUS ASTHMATICUS TREATMENT IN A PEDIATRIC INTENSIVE CARE UNIT,"Rezwan, Tasmia1; Hulfish, Erin1; Diener, Barry1; Romard, Lisa1; Glaubach, Taly1
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/9__the_effect_of_protocolization_of_status.12.aspx,
9: THE EFFECT OF PROTOCOLIZATION OF STATUS ASTHMATICUS TREATMENT IN A PEDIATRIC INTENSIVE CARE UNIT,,https://journals.lww.com/ccmjournal/citation/2020/01001/9__the_effect_of_protocolization_of_status.12.aspx,
10: STRESS ULCER PROPHYLAXIS FOR CHILDREN ADMITTED TO THE ICU FOR STATUS ASTHMATICUS APPEARS UNWARRANTED,"Sochet, Anthony1; Roddy, Meghan2; McKinley, Scott2; Morrison, John1; Wilsey, Michael1; Nakagawa, Thomas3
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/10__stress_ulcer_prophylaxis_for_children_admitted.13.aspx,
10: STRESS ULCER PROPHYLAXIS FOR CHILDREN ADMITTED TO THE ICU FOR STATUS ASTHMATICUS APPEARS UNWARRANTED,,https://journals.lww.com/ccmjournal/citation/2020/01001/10__stress_ulcer_prophylaxis_for_children_admitted.13.aspx,
11: FACTORS ASSOCIATED WITH FAILURE OF NONINVASIVE VENTILATION IN CHILDREN AFTER STEM CELL TRANSPLANT,"Rowan, Courtney1; Fitzgerald, Julie2; Agulnik, Asya3; Sharron, Matthew4; Mahadeo, Kris5; Moffet, Jerelyn6; Tarquinio, Keiko7; Zinter, Matthew8; Bajwa, Rajinder9; Slaven, James10; Steiner, Marie11
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/11__factors_associated_with_failure_of_noninvasive.14.aspx,
11: FACTORS ASSOCIATED WITH FAILURE OF NONINVASIVE VENTILATION IN CHILDREN AFTER STEM CELL TRANSPLANT,,https://journals.lww.com/ccmjournal/citation/2020/01001/11__factors_associated_with_failure_of_noninvasive.14.aspx,
12: IMPLEMENTATION OF A VENTILATOR WEANING PATHWAY IMPROVES OUTCOMES IN PEDIATRIC ARDS,"Yehya, Nadir1; Mehta, Sanjiv1; Craig, Nancy1; Dominick, Cheryl1; Madu, Chinonyerem1; Kraus, Blair1; Martin, Kelly1
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/12__implementation_of_a_ventilator_weaning_pathway.15.aspx,
12: IMPLEMENTATION OF A VENTILATOR WEANING PATHWAY IMPROVES OUTCOMES IN PEDIATRIC ARDS,,https://journals.lww.com/ccmjournal/citation/2020/01001/12__implementation_of_a_ventilator_weaning_pathway.15.aspx,
13: RECOMBINANT ANGIOPOIETIN 1 PROTECTS AGAINST LPS-INDUCED INFLAMMATION IN THE DEVELOPING MURINE LUNG,"Salimi, Umar1; Menden, Heather1; Xia, Sheng1; Sampath, Venkatesh1
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/13__recombinant_angiopoietin_1_protects_against.16.aspx,
13: RECOMBINANT ANGIOPOIETIN 1 PROTECTS AGAINST LPS-INDUCED INFLAMMATION IN THE DEVELOPING MURINE LUNG,,https://journals.lww.com/ccmjournal/citation/2020/01001/13__recombinant_angiopoietin_1_protects_against.16.aspx,
14: PERSISTENT TACHYCARDIA AND COMORBID PNEUMONIA ARE ASSOCIATED WITH NIPPV FAILURE IN BRONCHIOLITIS,"Maamari, Mia1,,2; Sharron, Matthew2; Sochet, Anthony3
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/14__persistent_tachycardia_and_comorbid_pneumonia.17.aspx,
14: PERSISTENT TACHYCARDIA AND COMORBID PNEUMONIA ARE ASSOCIATED WITH NIPPV FAILURE IN BRONCHIOLITIS,,https://journals.lww.com/ccmjournal/citation/2020/01001/14__persistent_tachycardia_and_comorbid_pneumonia.17.aspx,
15: CHARACTERISTICS AND OUTCOMES OF CHILDREN WITH NECROTIZING PNEUMONIA,"Ness-Cochinwala, Manette1; Kobaitri, Kaitlin1; Totapally, Balagangadhar1
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/15__characteristics_and_outcomes_of_children_with.18.aspx,
15: CHARACTERISTICS AND OUTCOMES OF CHILDREN WITH NECROTIZING PNEUMONIA,,https://journals.lww.com/ccmjournal/citation/2020/01001/15__characteristics_and_outcomes_of_children_with.18.aspx,
16: ROUTINE MORNING CHEST RADIOGRAPHY USAGE IN A LARGE QUATERNARY PEDIATRIC ICU,"Ennamuri, Sravya1; Bowens, Cindy2; Sheehan, Maeve1; Morse, Rustin1
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/16__routine_morning_chest_radiography_usage_in_a.19.aspx,
16: ROUTINE MORNING CHEST RADIOGRAPHY USAGE IN A LARGE QUATERNARY PEDIATRIC ICU,,https://journals.lww.com/ccmjournal/citation/2020/01001/16__routine_morning_chest_radiography_usage_in_a.19.aspx,
17: MEWS++: PREDICTING CLINICAL DETERIORATION IN ADMITTED PATIENTS USING A NOVEL MACHINE LEARNING MODEL,"Gupta, Rohit1; Kia, Arash2; Klang, Eyal2; Freeman, Robert2; Timsina, Prem2; Mazumdar, Madhu2; Reich, David2; Tomlinson, Max2; Dudley, Joel2; Kohli-Seth, Roopa1; Levin, Matthew2
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/17__mews____predicting_clinical_deterioration_in.20.aspx,
17: MEWS++: PREDICTING CLINICAL DETERIORATION IN ADMITTED PATIENTS USING A NOVEL MACHINE LEARNING MODEL,,https://journals.lww.com/ccmjournal/citation/2020/01001/17__mews____predicting_clinical_deterioration_in.20.aspx,
18: INPATIENT DETERIORATION: CAN ARTIFICIAL INTELLIGENCE PREDICT WHO WILL BE TRANSFERRED TO THE ICU?,"Higgins, Thomas1; Freeseman-Freeman, Laura2; Henson, Kathy2; Stark, Maureen3
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/18__inpatient_deterioration__can_artificial.21.aspx,
18: INPATIENT DETERIORATION: CAN ARTIFICIAL INTELLIGENCE PREDICT WHO WILL BE TRANSFERRED TO THE ICU?,,https://journals.lww.com/ccmjournal/citation/2020/01001/18__inpatient_deterioration__can_artificial.21.aspx,
19: A MACHINE LEARNING-BASED PREDICTION OF CARDIAC ARREST OUTCOME USING A LARGE MULTICENTER DATABASE,"Kim, Hanbiehn1; Nguyen, Hieu1; Jin, Qingchu1; Tamby, Sharmila1; Romer, Tatiana Gelaf1; Sung, Eric1; Liu, Ran1; Joseph, Greenstein1; Winslow, Raimond1; Suarez, Jose2; Storm, Christian3; Stevens, Robert4
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/19__a_machine_learning_based_prediction_of_cardiac.22.aspx,
19: A MACHINE LEARNING-BASED PREDICTION OF CARDIAC ARREST OUTCOME USING A LARGE MULTICENTER DATABASE,,https://journals.lww.com/ccmjournal/citation/2020/01001/19__a_machine_learning_based_prediction_of_cardiac.22.aspx,
20: PROSPECTIVE VALIDATION OF AN AUTOMATED ELECTRONIC INPATIENT MORTALITY PREDICTION TOOL,"Freeseman-Freeman, Laura1; Henson, Kathy1; Stark, Maureen2; Higgins, Thomas3
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/20__prospective_validation_of_an_automated.23.aspx,
20: PROSPECTIVE VALIDATION OF AN AUTOMATED ELECTRONIC INPATIENT MORTALITY PREDICTION TOOL,,https://journals.lww.com/ccmjournal/citation/2020/01001/20__prospective_validation_of_an_automated.23.aspx,
21: RED BLOOD CELL ATP DEPLETION AND ALTERED ATP EXPORT BY RBCS IN SEPSIS,"Domowicz, Denise Lopez1; Herbert, Joseph2; Mansourati, Antoine2; McMahon, Tim2
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/21__red_blood_cell_atp_depletion_and_altered_atp.24.aspx,
21: RED BLOOD CELL ATP DEPLETION AND ALTERED ATP EXPORT BY RBCS IN SEPSIS,,https://journals.lww.com/ccmjournal/citation/2020/01001/21__red_blood_cell_atp_depletion_and_altered_atp.24.aspx,
22: CIRCULATING LEUKOCYTE TRANSCRIPTOMES IN CHRONIC CRITICAL ILLNESS VS. RAPID RECOVERY SEPSIS PATIENTS,,https://journals.lww.com/ccmjournal/citation/2020/01001/22__circulating_leukocyte_transcriptomes_in.25.aspx,Error: Could not find clickable author information button
23: S100A9-INDUCED REPROGRAMMING OF MYELOID CELLS DURING SEPSIS,"Alkhateeb, Tuqa1; Bah, Isatou1; Kumbhare, Ajinkya1; McCall, Charles2; El Gazzar, Mohamed1
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/23__s100a9_induced_reprogramming_of_myeloid_cells.26.aspx,
23: S100A9-INDUCED REPROGRAMMING OF MYELOID CELLS DURING SEPSIS,,https://journals.lww.com/ccmjournal/citation/2020/01001/23__s100a9_induced_reprogramming_of_myeloid_cells.26.aspx,
24: EFFECTS OF MONOCYTE DISTRIBUTION WIDTH AND WHITE BLOOD CELL COUNT ON A SEPSIS PREDICTION ALGORITHM,"Le, Sidney1; Mataraso, Samson2; Calvert, Jacob1; Hoffman, Jana3; Kehoe, Sarah4; Tejidor, Liliana5; Crouser, Elliott6; Pan, Michael7; Persing, David8; Das, Ritankar1
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/24__effects_of_monocyte_distribution_width_and.27.aspx,
24: EFFECTS OF MONOCYTE DISTRIBUTION WIDTH AND WHITE BLOOD CELL COUNT ON A SEPSIS PREDICTION ALGORITHM,,https://journals.lww.com/ccmjournal/citation/2020/01001/24__effects_of_monocyte_distribution_width_and.27.aspx,
25: HYDROCORTISONE/ASCORBIC ACID/THIAMINE USE ASSOCIATED WITH LOWER MORTALITY IN PEDIATRIC SEPTIC SHOCK,"Wald, Eric1; Sanchez-Pinto, L. Nelson1; Smith, Craig1; Moran, Thomas1; Badke, Colleen1; Barhight, Matthew1; Malakooti, Marcelo1
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/25__hydrocortisone_ascorbic_acid_thiamine_use.28.aspx,
25: HYDROCORTISONE/ASCORBIC ACID/THIAMINE USE ASSOCIATED WITH LOWER MORTALITY IN PEDIATRIC SEPTIC SHOCK,,https://journals.lww.com/ccmjournal/citation/2020/01001/25__hydrocortisone_ascorbic_acid_thiamine_use.28.aspx,
26: ANGIOPOIETIN-2/-1 RATIO IS ASSOCIATED WITH CONCURRENT AND SUBSEQUENT MODS IN PEDIATRIC SEPSIS,"Whitney, Jane1; Yehya, Nadir2; Weiss, Scott2; Christie, Jason3
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/26__angiopoietin_2__1_ratio_is_associated_with.29.aspx,
26: ANGIOPOIETIN-2/-1 RATIO IS ASSOCIATED WITH CONCURRENT AND SUBSEQUENT MODS IN PEDIATRIC SEPSIS,,https://journals.lww.com/ccmjournal/citation/2020/01001/26__angiopoietin_2__1_ratio_is_associated_with.29.aspx,
27: CONSTITUTION OF THE PEDIATRIC END-ORGAN DYSFUNCTION SCORE: A SEPSIS PREDICTIVE MODEL,"Ward, Amanda1; Davis, Thomas2
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/27__constitution_of_the_pediatric_end_organ.30.aspx,
27: CONSTITUTION OF THE PEDIATRIC END-ORGAN DYSFUNCTION SCORE: A SEPSIS PREDICTIVE MODEL,,https://journals.lww.com/ccmjournal/citation/2020/01001/27__constitution_of_the_pediatric_end_organ.30.aspx,
"28: EFFECT OF LACTATE, CATECHOLAMINE DOSE, AND TIMING IN PATIENTS WITH SEPTIC SHOCK ON VASOPRESSIN","Sacha, Gretchen1; Lam, Simon1; Duggal, Abhijit2; Reddy, Anita2; Bauer, Seth2
Author Information","https://journals.lww.com/ccmjournal/citation/2020/01001/28__effect_of_lactate,_catecholamine_dose,_and.31.aspx",
"28: EFFECT OF LACTATE, CATECHOLAMINE DOSE, AND TIMING IN PATIENTS WITH SEPTIC SHOCK ON VASOPRESSIN",,"https://journals.lww.com/ccmjournal/citation/2020/01001/28__effect_of_lactate,_catecholamine_dose,_and.31.aspx",
29: IMPACT OF DELAYS IN SECOND-DOSE BETA-LACTAM ANTIBIOTICS ON MORTALITY IN SEPSIS AND SEPTIC SHOCK,"Hammer, John1; Merchant, Shelby2; Zhao, Jing3; Anderson, William3; Roach, Erin1
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/29__impact_of_delays_in_second_dose_beta_lactam.32.aspx,
29: IMPACT OF DELAYS IN SECOND-DOSE BETA-LACTAM ANTIBIOTICS ON MORTALITY IN SEPSIS AND SEPTIC SHOCK,,https://journals.lww.com/ccmjournal/citation/2020/01001/29__impact_of_delays_in_second_dose_beta_lactam.32.aspx,
30: IMPROVING TIME TO URGENT ANTIBIOTIC ADMINISTRATION IN CRITICALLY ILL PATIENTS WITH SUSPECTED SEPSIS,"Anderson, Brian1; Simonds, Lauren1; Timko, Daniel2; Junker, Paul2; Bellamy, Cassandra2; Candeloro, Christina2; Siemianowski, Laura2; Nietupski, Robert2; Lamura, Elizabeth Ann2; Maillie, Stephanie2; Tolbert, Matthew2; Doroba, Carolyn2; Davis, Cara2; Lightheart, Erin2; Kinniry, Joan3; Fuchs, Barry2; Schweickert, William1
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/30__improving_time_to_urgent_antibiotic.33.aspx,
30: IMPROVING TIME TO URGENT ANTIBIOTIC ADMINISTRATION IN CRITICALLY ILL PATIENTS WITH SUSPECTED SEPSIS,,https://journals.lww.com/ccmjournal/citation/2020/01001/30__improving_time_to_urgent_antibiotic.33.aspx,
31: HEMODYNAMIC RESPONSE TO INITIAL VASOPRESSIN DOSE OF 0.03 VERSUS 0.04 UNITS/MIN IN SEPTIC SHOCK,"Bauer, Seth1; Sacha, Gretchen1; Wang, Lu1; Reddy, Anita1; Duggal, Abhijit1; Lam, Simon1
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/31__hemodynamic_response_to_initial_vasopressin.34.aspx,
31: HEMODYNAMIC RESPONSE TO INITIAL VASOPRESSIN DOSE OF 0.03 VERSUS 0.04 UNITS/MIN IN SEPTIC SHOCK,,https://journals.lww.com/ccmjournal/citation/2020/01001/31__hemodynamic_response_to_initial_vasopressin.34.aspx,
32: EVALUATION OF THE INITIATION TIMING OF STRESS-DOSE STEROIDS IN ADULT PATIENTS WITH SEPTIC SHOCK,"Sacha, Gretchen1; Chen, Alyssa2; Palm, Nicole2; Duggal, Abhijit3
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/32__evaluation_of_the_initiation_timing_of.35.aspx,
32: EVALUATION OF THE INITIATION TIMING OF STRESS-DOSE STEROIDS IN ADULT PATIENTS WITH SEPTIC SHOCK,,https://journals.lww.com/ccmjournal/citation/2020/01001/32__evaluation_of_the_initiation_timing_of.35.aspx,
33: OPTIC NERVE SHEATH DIAMETER CHANGES IN CHILDREN WITH VARYING DEGREES OF INTRACRANIAL PRESSURE,"Riggs, Becky1; Dean, Nathan2; Hwang, Misun3; Trimboli-Heidler, Carmelina4; Hunt, Megan1; Thimm, Matthew1; Repka, Michael5; Cohen, Joanna2
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/33__optic_nerve_sheath_diameter_changes_in.36.aspx,
33: OPTIC NERVE SHEATH DIAMETER CHANGES IN CHILDREN WITH VARYING DEGREES OF INTRACRANIAL PRESSURE,,https://journals.lww.com/ccmjournal/citation/2020/01001/33__optic_nerve_sheath_diameter_changes_in.36.aspx,
34: TERMINATION OF BENZODIAZEPINE-RESISTANT STATUS EPILEPTICUS WITH PARENTERAL KETAMINE ADMINISTRATION,"Scheppke, Kenneth1; Pepe, Paul2; Antevy, Peter3; Perlmutter, Michael4; Garay, Sebastian1; Coyle, Charles1
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/34__termination_of_benzodiazepine_resistant_status.37.aspx,
34: TERMINATION OF BENZODIAZEPINE-RESISTANT STATUS EPILEPTICUS WITH PARENTERAL KETAMINE ADMINISTRATION,,https://journals.lww.com/ccmjournal/citation/2020/01001/34__termination_of_benzodiazepine_resistant_status.37.aspx,
35: A PHASE II STUDY TO DETERMINE EFFICACY OF SOVATELTIDE IN PATIENTS WITH CEREBRAL ISCHEMIC STROKE,"Gulati, Anil1; Agrawal, Nilesh2; Vibha, Deepti3; Misra, U K4; Paul, Birinder5; Kumar, Rajnish6; Pandian, Jeyaraj7; Varshney, Shweta8; Lavhale, Manish9
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/35__a_phase_ii_study_to_determine_efficacy_of.38.aspx,
35: A PHASE II STUDY TO DETERMINE EFFICACY OF SOVATELTIDE IN PATIENTS WITH CEREBRAL ISCHEMIC STROKE,,https://journals.lww.com/ccmjournal/citation/2020/01001/35__a_phase_ii_study_to_determine_efficacy_of.38.aspx,
36: BURDEN OF EEG ICTAL-INTERICTAL CONTINUUM ACTIVITY PREDICTS POOR OUTCOME IN CRITICALLY ILL PATIENTS,"Zafar, Sahar1; Rosenthal, Eric2; Jing, Jin3; Bordbar, Elahe3; Kassa, Solomon4; Tabaeizadeh, Mohammad3; Nour, Hassan Aboul3; Sun, Haoqi3; Javed, Farrukh3; Edhi, Muhammad3; Gallagher, Justin3; Ghanta, Manohar3; Shao, Yu-Ping3; Shoukat, Maryum5; Ge, Wendong3; Cole, Andrew3; Westover, M.6
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/36__burden_of_eeg_ictal_interictal_continuum.39.aspx,
36: BURDEN OF EEG ICTAL-INTERICTAL CONTINUUM ACTIVITY PREDICTS POOR OUTCOME IN CRITICALLY ILL PATIENTS,,https://journals.lww.com/ccmjournal/citation/2020/01001/36__burden_of_eeg_ictal_interictal_continuum.39.aspx,
37: MEAN FLOW VELOCITY OF THE MIDDLE CEREBRAL ARTERY PREDICTS POOR OUTCOME AFTER SUBARACHNOID HEMORRHAGE,"Yousef, Khalil1; Crago, Elizabeth2; Fisher, Anne3; Lagattuta, Theodore4; Hravnak, Marilyn3
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/37__mean_flow_velocity_of_the_middle_cerebral.40.aspx,
37: MEAN FLOW VELOCITY OF THE MIDDLE CEREBRAL ARTERY PREDICTS POOR OUTCOME AFTER SUBARACHNOID HEMORRHAGE,,https://journals.lww.com/ccmjournal/citation/2020/01001/37__mean_flow_velocity_of_the_middle_cerebral.40.aspx,
38: MACHINE LEARNING PREDICTING MORTALITY AND MORBIDITY IN CHILDREN WITH NEUROLOGIC INJURY IN THE PICU,"Munjal, Neil1; Clark, Robert1; Simon, Dennis1; Kochanek, Patrick2; Horvat, Christopher1
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/38__machine_learning_predicting_mortality_and.41.aspx,
38: MACHINE LEARNING PREDICTING MORTALITY AND MORBIDITY IN CHILDREN WITH NEUROLOGIC INJURY IN THE PICU,,https://journals.lww.com/ccmjournal/citation/2020/01001/38__machine_learning_predicting_mortality_and.41.aspx,
39: OUTCOME PREDICTION WITH COMPUTER-ASSISTED VOLUMETRY AND ABC/2 IN TRAUMATIC INTRA-AXIAL HEMORRHAGE,"Leary, Owen1; Harder, Tyler1; Liu, David1; Jung, Stefan1; Braileanu, Maria2; Allen, Jason2; Merck, Derek3,,4; Wright, David5; Merck, Lisa6,,7
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/39__outcome_prediction_with_computer_assisted.42.aspx,
39: OUTCOME PREDICTION WITH COMPUTER-ASSISTED VOLUMETRY AND ABC/2 IN TRAUMATIC INTRA-AXIAL HEMORRHAGE,,https://journals.lww.com/ccmjournal/citation/2020/01001/39__outcome_prediction_with_computer_assisted.42.aspx,
40: PATIENT-SPECIFIC PROGNOSTICATION AFTER TBI IS RELATED TO BLEED PHENOTYPE AND ANATOMIC LOCATION,"Harder, Tyler1; Leary, Owen2; Liu, David1; Merck, Derek3; Wright, David4; Merck, Lisa5
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/40__patient_specific_prognostication_after_tbi_is.43.aspx,
40: PATIENT-SPECIFIC PROGNOSTICATION AFTER TBI IS RELATED TO BLEED PHENOTYPE AND ANATOMIC LOCATION,,https://journals.lww.com/ccmjournal/citation/2020/01001/40__patient_specific_prognostication_after_tbi_is.43.aspx,
41: A BIVALIRUDIN ANTICOAGULATION PROTOCOL FOR NEONATAL EXTRACORPOREAL MEMBRANE OXYGENATION,"Snyder, Christopher1; Goldenberg, Neil1; Smithers, Charles1; Kays, David1
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/41__a_bivalirudin_anticoagulation_protocol_for.44.aspx,
41: A BIVALIRUDIN ANTICOAGULATION PROTOCOL FOR NEONATAL EXTRACORPOREAL MEMBRANE OXYGENATION,,https://journals.lww.com/ccmjournal/citation/2020/01001/41__a_bivalirudin_anticoagulation_protocol_for.44.aspx,
42: OUTCOMES FROM THE PITCH STUDY: 4-FACTOR PCC IN INTRACRANIAL XA INHIBITOR COAGULOPATHY HEMORRHAGES,"Goad, Nathan1; Sanchez, Patricia2; Levesque, Melissa2; Wilson, Jason2; Pesquera, Jorge2; Kasischke, Karl2; Schutt, Charles2; Renati, Swetha2; Burgin, William2; Rose, David2
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/42__outcomes_from_the_pitch_study__4_factor_pcc_in.45.aspx,
42: OUTCOMES FROM THE PITCH STUDY: 4-FACTOR PCC IN INTRACRANIAL XA INHIBITOR COAGULOPATHY HEMORRHAGES,,https://journals.lww.com/ccmjournal/citation/2020/01001/42__outcomes_from_the_pitch_study__4_factor_pcc_in.45.aspx,
43: PHARMACIST AVOIDANCE OR REDUCTIONS IN MEDICATION COSTS IN CRITICALLY ILL PATIENTS: PHARM-CRIT STUDY,"Hammond, Drayton1; Adams, William2; Flannery, Alexander3; Smetana, Keaton4; Gurnani, Payal1; Van Berkel Patel, Megan5; Peppard, William6; Rech, Megan7
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/43__pharmacist_avoidance_or_reductions_in.46.aspx,
43: PHARMACIST AVOIDANCE OR REDUCTIONS IN MEDICATION COSTS IN CRITICALLY ILL PATIENTS: PHARM-CRIT STUDY,,https://journals.lww.com/ccmjournal/citation/2020/01001/43__pharmacist_avoidance_or_reductions_in.46.aspx,
