Article Title,Authors,Article URL,Author Information
15: CHARACTERISTICS AND OUTCOMES OF CHILDREN WITH NECROTIZING PNEUMONIA,"Ness-Cochinwala, Manette1; Kobaitri, Kaitlin1; Totapally, Balagangadhar1
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/15__characteristics_and_outcomes_of_children_with.18.aspx,"1Nicklaus Children’s Hospital, Miami, FL"
16: ROUTINE MORNING CHEST RADIOGRAPHY USAGE IN A LARGE QUATERNARY PEDIATRIC ICU,"Ennamuri, Sravya1; Bowens, Cindy2; Sheehan, Maeve1; Morse, Rustin1
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/16__routine_morning_chest_radiography_usage_in_a.19.aspx,"1University of Texas Southwestern Medical Center at Dallas, Dallas, TX
2 Dallas, TX"
17: MEWS++: PREDICTING CLINICAL DETERIORATION IN ADMITTED PATIENTS USING A NOVEL MACHINE LEARNING MODEL,"Gupta, Rohit1; Kia, Arash2; Klang, Eyal2; Freeman, Robert2; Timsina, Prem2; Mazumdar, Madhu2; Reich, David2; Tomlinson, Max2; Dudley, Joel2; Kohli-Seth, Roopa1; Levin, Matthew2
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/17__mews____predicting_clinical_deterioration_in.20.aspx,"1Mount Sinai Hospital, New York, NY
2Icahn School of Medicine, New York, NY"
18: INPATIENT DETERIORATION: CAN ARTIFICIAL INTELLIGENCE PREDICT WHO WILL BE TRANSFERRED TO THE ICU?,"Higgins, Thomas1; Freeseman-Freeman, Laura2; Henson, Kathy2; Stark, Maureen3
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/18__inpatient_deterioration__can_artificial.21.aspx,"1The Center for Case Management, Natick, MA
2Cerner Corporation, Kansas City, MO
3Cerner Corporation, Bel-Air, MD"
19: A MACHINE LEARNING-BASED PREDICTION OF CARDIAC ARREST OUTCOME USING A LARGE MULTICENTER DATABASE,"Kim, Hanbiehn1; Nguyen, Hieu1; Jin, Qingchu1; Tamby, Sharmila1; Romer, Tatiana Gelaf1; Sung, Eric1; Liu, Ran1; Joseph, Greenstein1; Winslow, Raimond1; Suarez, Jose2; Storm, Christian3; Stevens, Robert4
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/19__a_machine_learning_based_prediction_of_cardiac.22.aspx,"1Johns Hopkins University, Baltimore, MD
2Johns Hopkins Hospital, Baltimore, MD
3Charité Universitätsmedizin, Berlin, Germany
4Johns Hopkins University School of Medicine, Baltimore, MD"
20: PROSPECTIVE VALIDATION OF AN AUTOMATED ELECTRONIC INPATIENT MORTALITY PREDICTION TOOL,"Freeseman-Freeman, Laura1; Henson, Kathy1; Stark, Maureen2; Higgins, Thomas3
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/20__prospective_validation_of_an_automated.23.aspx,"1Cerner Corporation, Kansas City, MO
2Cerner Corporation, Bel-Air, MD
3Longmeadow, MA"
21: RED BLOOD CELL ATP DEPLETION AND ALTERED ATP EXPORT BY RBCS IN SEPSIS,"Domowicz, Denise Lopez1; Herbert, Joseph2; Mansourati, Antoine2; McMahon, Tim2
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/21__red_blood_cell_atp_depletion_and_altered_atp.24.aspx,"1Durham, NC
2Duke University, Durham, NC"
22: CIRCULATING LEUKOCYTE TRANSCRIPTOMES IN CHRONIC CRITICAL ILLNESS VS. RAPID RECOVERY SEPSIS PATIENTS,"Darden, Dijoia1; Lopez, Maria-Cecilia2; Stortz, Julie2; Hawkins, Russell2; Cox, Michael2; Rincon, Jaimar2; Hollen, McKenzie2; Budharaju, Ashrita2; Wang, Zhongkai2; Ghita, Gabriela2; Ozrazgat-Baslanti, Tezcan3; Brumback, Babette2; Bihorac, Azra4; Leeuwenburgh, Christiaan2; Baker, Henry3; Moore, Frederick2; Brakenridge, Scott2; Mohr, Alicia1; Moldawer, Lyle3; Efron, Philip2
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/22__circulating_leukocyte_transcriptomes_in.25.aspx,"1Gainesville, FL
2University of Florida, Gainesville, FL
3University of Florida College of Medicine, Gainesville, FL
4University of Florida School of Medicine, Gainesville, FL"
23: S100A9-INDUCED REPROGRAMMING OF MYELOID CELLS DURING SEPSIS,"Alkhateeb, Tuqa1; Bah, Isatou1; Kumbhare, Ajinkya1; McCall, Charles2; El Gazzar, Mohamed1
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/23__s100a9_induced_reprogramming_of_myeloid_cells.26.aspx,"1East Tennessee State University, Johnson City, TN
2Wake Forest University, Winston-Salem, NC"
24: EFFECTS OF MONOCYTE DISTRIBUTION WIDTH AND WHITE BLOOD CELL COUNT ON A SEPSIS PREDICTION ALGORITHM,"Le, Sidney1; Mataraso, Samson2; Calvert, Jacob1; Hoffman, Jana3; Kehoe, Sarah4; Tejidor, Liliana5; Crouser, Elliott6; Pan, Michael7; Persing, David8; Das, Ritankar1
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/24__effects_of_monocyte_distribution_width_and.27.aspx,"1Dascena, Inc., Oakland, CA
2Dascena, Inc, San Francisco, CA
3Dascena, Inc.
4Danaher Corporation, Washington DC, DC
5Beckman Coulter, Inc, Miami, FL
6Ohio State University Medical Center, Columbus, OH
7Radiometer, Brea, CA
8Cepheid, Sunnyvale, CA"
25: HYDROCORTISONE/ASCORBIC ACID/THIAMINE USE ASSOCIATED WITH LOWER MORTALITY IN PEDIATRIC SEPTIC SHOCK,"Wald, Eric1; Sanchez-Pinto, L. Nelson1; Smith, Craig1; Moran, Thomas1; Badke, Colleen1; Barhight, Matthew1; Malakooti, Marcelo1
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/25__hydrocortisone_ascorbic_acid_thiamine_use.28.aspx,"1Ann & Robert H. Lurie Children’s Hospital of Chicago, Chicago, IL"
26: ANGIOPOIETIN-2/-1 RATIO IS ASSOCIATED WITH CONCURRENT AND SUBSEQUENT MODS IN PEDIATRIC SEPSIS,"Whitney, Jane1; Yehya, Nadir2; Weiss, Scott2; Christie, Jason3
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/26__angiopoietin_2__1_ratio_is_associated_with.29.aspx,"1Boston Children’s Hospital, Boston, MA
2Children’s Hospital of Philadelphia, Philadelphia, PA
3University of Pennsylvania School of Medicine, Philadelphia, PA"
27: CONSTITUTION OF THE PEDIATRIC END-ORGAN DYSFUNCTION SCORE: A SEPSIS PREDICTIVE MODEL,"Ward, Amanda1; Davis, Thomas2
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/27__constitution_of_the_pediatric_end_organ.30.aspx,"1Danville, PA
2Geisinger Medical Center, Danville, PA"
"28: EFFECT OF LACTATE, CATECHOLAMINE DOSE, AND TIMING IN PATIENTS WITH SEPTIC SHOCK ON VASOPRESSIN","Sacha, Gretchen1; Lam, Simon1; Duggal, Abhijit2; Reddy, Anita2; Bauer, Seth2
Author Information","https://journals.lww.com/ccmjournal/citation/2020/01001/28__effect_of_lactate,_catecholamine_dose,_and.31.aspx","1Cleveland Clinic, Cleveland, OH
2Cleveland Clinic Foundation, Cleveland, OH"
29: IMPACT OF DELAYS IN SECOND-DOSE BETA-LACTAM ANTIBIOTICS ON MORTALITY IN SEPSIS AND SEPTIC SHOCK,"Hammer, John1; Merchant, Shelby2; Zhao, Jing3; Anderson, William3; Roach, Erin1
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/29__impact_of_delays_in_second_dose_beta_lactam.32.aspx,"1Carolinas Medical Center, Charlotte, NC
2Memorial Sloan Kettering, New York City, NY
3Atrium Health, Charlotte, NC"
30: IMPROVING TIME TO URGENT ANTIBIOTIC ADMINISTRATION IN CRITICALLY ILL PATIENTS WITH SUSPECTED SEPSIS,"Anderson, Brian1; Simonds, Lauren1; Timko, Daniel2; Junker, Paul2; Bellamy, Cassandra2; Candeloro, Christina2; Siemianowski, Laura2; Nietupski, Robert2; Lamura, Elizabeth Ann2; Maillie, Stephanie2; Tolbert, Matthew2; Doroba, Carolyn2; Davis, Cara2; Lightheart, Erin2; Kinniry, Joan3; Fuchs, Barry2; Schweickert, William1
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/30__improving_time_to_urgent_antibiotic.33.aspx,"1University of Pennsylvania, Philadelphia, PA
2Hospital of the University of Pennsylvania, Philadelphia, PA
3University of Pennsylvania Medical Center, Philadelphia, PA"
31: HEMODYNAMIC RESPONSE TO INITIAL VASOPRESSIN DOSE OF 0.03 VERSUS 0.04 UNITS/MIN IN SEPTIC SHOCK,"Bauer, Seth1; Sacha, Gretchen1; Wang, Lu1; Reddy, Anita1; Duggal, Abhijit1; Lam, Simon1
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/31__hemodynamic_response_to_initial_vasopressin.34.aspx,"1Cleveland Clinic, Cleveland, OH"
32: EVALUATION OF THE INITIATION TIMING OF STRESS-DOSE STEROIDS IN ADULT PATIENTS WITH SEPTIC SHOCK,"Sacha, Gretchen1; Chen, Alyssa2; Palm, Nicole2; Duggal, Abhijit3
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/32__evaluation_of_the_initiation_timing_of.35.aspx,"1Cleveland Clinic, Cleveland, OH
2Cleveland, OH
3Cleveland Clinic Foundation, Cleveland, OH"
33: OPTIC NERVE SHEATH DIAMETER CHANGES IN CHILDREN WITH VARYING DEGREES OF INTRACRANIAL PRESSURE,"Riggs, Becky1; Dean, Nathan2; Hwang, Misun3; Trimboli-Heidler, Carmelina4; Hunt, Megan1; Thimm, Matthew1; Repka, Michael5; Cohen, Joanna2
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/33__optic_nerve_sheath_diameter_changes_in.36.aspx,"1Johns Hopkins School of Medicine, Baltimore, MD
2Children’s National Health Systems, Washington, DC
3Children’s Hospital of Philadelphia, Philadelphia, PA
4Vitreous Retina Macula Specialists of Toronto, Toronto, Canada
5Johns Hopkins University, Baltimore, MD"
34: TERMINATION OF BENZODIAZEPINE-RESISTANT STATUS EPILEPTICUS WITH PARENTERAL KETAMINE ADMINISTRATION,"Scheppke, Kenneth1; Pepe, Paul2; Antevy, Peter3; Perlmutter, Michael4; Garay, Sebastian1; Coyle, Charles1
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/34__termination_of_benzodiazepine_resistant_status.37.aspx,"1Palm Beach County Fire Rescue, West Palm Beach, FL
2Univ. of Texas Southwestern Med. Ctr., Dallas, TX
3Joe DiMaggio Children’s Hospital, Hollywood, FL
4University of Minnesota, Minneapolis, MN"
35: A PHASE II STUDY TO DETERMINE EFFICACY OF SOVATELTIDE IN PATIENTS WITH CEREBRAL ISCHEMIC STROKE,"Gulati, Anil1; Agrawal, Nilesh2; Vibha, Deepti3; Misra, U K4; Paul, Birinder5; Kumar, Rajnish6; Pandian, Jeyaraj7; Varshney, Shweta8; Lavhale, Manish9
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/35__a_phase_ii_study_to_determine_efficacy_of.38.aspx,"1Pharmazz, Inc., Willowbrook, IL
2New Era Hospital, Nagpur, India
3All India Institute of Medical Sciences, New Delhi, India
4Sanjay Gandhi Postgraduate Institute of Medical Sciences, Lucknow, India
5Dayanand Medical College, Ludhiana, India
6Paras Hospital, Gurgaon, India
7Christian Medical College, Ludhiana, India
8Pharmazz India Private Limited, Greater Noida
9Pharmazz India Private Limited, Greater Noida, India"
36: BURDEN OF EEG ICTAL-INTERICTAL CONTINUUM ACTIVITY PREDICTS POOR OUTCOME IN CRITICALLY ILL PATIENTS,"Zafar, Sahar1; Rosenthal, Eric2; Jing, Jin3; Bordbar, Elahe3; Kassa, Solomon4; Tabaeizadeh, Mohammad3; Nour, Hassan Aboul3; Sun, Haoqi3; Javed, Farrukh3; Edhi, Muhammad3; Gallagher, Justin3; Ghanta, Manohar3; Shao, Yu-Ping3; Shoukat, Maryum5; Ge, Wendong3; Cole, Andrew3; Westover, M.6
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/36__burden_of_eeg_ictal_interictal_continuum.39.aspx,"1Massachusetts General Hospital, Boston, MA
2Massachusetts General Hospital Brigham & Women’s Hospital Harvard Medical School, Boston, MA
3MGH, Boston
4Massachusetts General Hospital, Boston
5N/A
6Massachusetts General Hospital, Harvard Medical School"
37: MEAN FLOW VELOCITY OF THE MIDDLE CEREBRAL ARTERY PREDICTS POOR OUTCOME AFTER SUBARACHNOID HEMORRHAGE,"Yousef, Khalil1; Crago, Elizabeth2; Fisher, Anne3; Lagattuta, Theodore4; Hravnak, Marilyn3
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/37__mean_flow_velocity_of_the_middle_cerebral.40.aspx,"1University of Jordan, School of Nursing, Amman
2Youngwood, PA
3University of Pittsburgh, Pittsburgh, PA
4University of Pittsburgh, School of Nursing, Pittsburgh, PA"
38: MACHINE LEARNING PREDICTING MORTALITY AND MORBIDITY IN CHILDREN WITH NEUROLOGIC INJURY IN THE PICU,"Munjal, Neil1; Clark, Robert1; Simon, Dennis1; Kochanek, Patrick2; Horvat, Christopher1
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/38__machine_learning_predicting_mortality_and.41.aspx,"1Children’s Hospital of Pittsburgh of UPMC, Pittsburgh, PA
2University of Pittsburgh Medical Center Presbyterian, Pittsburgh, PA"
39: OUTCOME PREDICTION WITH COMPUTER-ASSISTED VOLUMETRY AND ABC/2 IN TRAUMATIC INTRA-AXIAL HEMORRHAGE,"Leary, Owen1; Harder, Tyler1; Liu, David1; Jung, Stefan1; Braileanu, Maria2; Allen, Jason2; Merck, Derek3,,4; Wright, David5; Merck, Lisa6,,7
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/39__outcome_prediction_with_computer_assisted.42.aspx,"1Warren Alpert Medical School of Brown University, Providence, RI
2Emory University School of Medicine, Department of Radiology, Atlanta, GA
3University of Florida School of Medicine, Department of Emergency Medicine, Gainesville, FL
4Warren Alpert Medical School of Brown University, Department of Diagnostic Imaging, Providence, RI
5Emory University School of Medicine, Department of Emergency Medicine, Atlanta, GA
6University of Florida School of Medicine, Gainesville, FL
7Warren Alpert Medical School of Brown University, Department of Emergency Medicine, Providence, RI"
40: PATIENT-SPECIFIC PROGNOSTICATION AFTER TBI IS RELATED TO BLEED PHENOTYPE AND ANATOMIC LOCATION,"Harder, Tyler1; Leary, Owen2; Liu, David1; Merck, Derek3; Wright, David4; Merck, Lisa5
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/40__patient_specific_prognostication_after_tbi_is.43.aspx,"1Warren Alpert Medical School of Brown University, Providence, RI
2Brown University School of Medicine, Providence, RI
3University of Florida School of Medicine, Gainesville, FL
4Emory University School of Medicine, Department of Emergency Medicine, Atlanta, GA
5University of Florida School of Medicine, Department of Emergency Medicine, Gainesville, FL"
41: A BIVALIRUDIN ANTICOAGULATION PROTOCOL FOR NEONATAL EXTRACORPOREAL MEMBRANE OXYGENATION,"Snyder, Christopher1; Goldenberg, Neil1; Smithers, Charles1; Kays, David1
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/41__a_bivalirudin_anticoagulation_protocol_for.44.aspx,"1Johns Hopkins All Children’s Hospital, St. Petersburg, FL"
42: OUTCOMES FROM THE PITCH STUDY: 4-FACTOR PCC IN INTRACRANIAL XA INHIBITOR COAGULOPATHY HEMORRHAGES,"Goad, Nathan1; Sanchez, Patricia2; Levesque, Melissa2; Wilson, Jason2; Pesquera, Jorge2; Kasischke, Karl2; Schutt, Charles2; Renati, Swetha2; Burgin, William2; Rose, David2
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/42__outcomes_from_the_pitch_study__4_factor_pcc_in.45.aspx,"1Cabell Huntington Hospital, Huntington, WV
2Tampa General Hospitsl, Tampa, FL"
43: PHARMACIST AVOIDANCE OR REDUCTIONS IN MEDICATION COSTS IN CRITICALLY ILL PATIENTS: PHARM-CRIT STUDY,"Hammond, Drayton1; Adams, William2; Flannery, Alexander3; Smetana, Keaton4; Gurnani, Payal1; Van Berkel Patel, Megan5; Peppard, William6; Rech, Megan7
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/43__pharmacist_avoidance_or_reductions_in.46.aspx,"1Rush University Medical Center, Chicago, IL
2Loyola University, Maywood, IL
3University of Kentucky College of Medicine, Lexington, KY
4Columbus, OH
5Chattanooga, TN
6Froedtert & The Medical College of Wisconsin, Milwaukee, WI
7Loyola University Medical Center, Maywood, IL"
44: ENOXAPARIN DOSE REQUIREMENT IN PEDIATRIC PATIENTS WITH CHYLOTHORAX AFTER CARDIAC SURGERY,"Mancarella, Taryn1; Damhoff, Heather1; Johnson, Charles1; Todd-Tzanetos, Deanna2
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/44__enoxaparin_dose_requirement_in_pediatric.47.aspx,"1Norton Children’s Hospital, Louisville, KY
2University of Louisville School of Medicine, Louisville, KY"
45: PHARMACIST AVOIDANCE OR REDUCTIONS IN MEDICATION COSTS IN EMERGENTLY ILL PATIENTS: PHARM-EM STUDY,"Rech, Megan1; Adams, William2; Flannery, Alexander3; Smetana, Keaton4; Gurnani, Payal5; Van Berkel Patel, Megan6; Peppard, William7; Hammond, Drayton5
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/45__pharmacist_avoidance_or_reductions_in.48.aspx,"1Loyola University Medical Center, Maywood, IL
2Loyola University, Maywood, IL
3University of Kentucky College of Medicine, Lexington, KY
4Columbus, OH
5Rush University Medical Center, Chicago, IL
6Chattanooga, TN
7Froedtert and the Medical College of Wisconsin Freoedtert Hospital"
46: SURGICAL INTENSIVE CARE UNIT PAIN MANAGEMENT IN THE ERA OF INTRAVENOUS OPIOID SHORTAGES,"Bouwma, Allison1; Mlynarek, Mark1; Peters, Michael1; Procopio, Vincent2; Martz, Carolyn1
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/46__surgical_intensive_care_unit_pain_management.49.aspx,"1Henry Ford Hospital, Detroit, MI
2Henry Ford Macomb Hospital, Clinton Township, MI"
47: METHYLENE BLUE VERSUS HYDROXOCOBALAMIN FOR POSTOPERATIVE VASOPLEGIA: A RETROSPECTIVE ANALYSIS,"Jennings, Mckenna1; Peters, Haley2
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/47__methylene_blue_versus_hydroxocobalamin_for.50.aspx,"1Indiana University Health, Indianapolis, IN
2Indiana University Health Methodist Hospital, Indianapolis, IN"
"48: EFFECTS OF KETAMINE ON PAIN, SEDATION, AND DELIRIUM IN THE INTENSIVE CARE UNIT (KETAMINE-ICU STUDY)","Groth, Christine1; Droege, Chris2; Connor, Kathryn3; Kaukeinen, Kimberly4; Acquisto, Nicole5; Chui, Sai Ho6; Cucci, Michaelia7; Dixit, Deepali8; Flannery, Alexander9; Gustafson, Kyle10; Glass, Nina11; Horng, Helen12; Heavner, Mojdeh13; Kinney, Justin14; Kruer, Rachel15; Peppard, William16; Sarangarm, Preeyaporn17; Newsome, Andrea18; Viswesh, Velliyur19; Erstad, Brian20
Author Information","https://journals.lww.com/ccmjournal/citation/2020/01001/48__effects_of_ketamine_on_pain,_sedation,_and.51.aspx","1Strong Memorial Hospital University of Rochester, Rochester, NY
2UC Health/University of Cincinnati Medical Center, Cincinnati, OH
3University of Rochester Medical Center, Pittsford, NY
4University of Rochester Medical Center, Rochester, NY
5Strong Memorial Hospital of the University of Rochester, Rochester, NY
6University of Maryland School of Pharmacy, Fulton, MD
7Akron, OH
8Robert Wood Johnson University Hospital, Edison, NJ
9University of Kentucky College of Medicine, Lexington, KY
10Southwest General Hospital, Middleburg Heights
11Newark, NJ
12University Hospital of New Jersey, Newark, NJ
13University of Maryland School of Pharmacy, Baltimore, MD
14Loma Linda University School of Pharmacy, Loma Linda, CA
15Johns Hopkins University School of Medicine, Baltimore, MD
16Froedtert & The Medical College of Wisconsin, Milwaukee, WI
17University of New Mexico Hospitals
18North Augusta, SC
19Valley Hospital Medical Center, Las Vegas
20Tucson, AZ"
