Article Title,Authors,Article URL,Author Information
492: ENTERAL NUTRITION IN CRITICALLY ILL PATIENTS WITH CONCURRENT VASOPRESSORS: IS IT SAFE?,"Finnell, Kristina1; Giancarelli, Amanda2; Liu-DeRyke, Xi2; Hobbs, Brandon3
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/492__enteral_nutrition_in_critically_ill_patients.456.aspx,"1AdventHealth East Orlando, Orlando, FL
2Orlando Regional Medical Center, Orlando, FL
3Orlando, FL"
493: THE IMPACT OF VERY EARLY ENTERAL NUTRITION IN PATIENTS WITH SEVERE ACUTE PANCREATITIS,"Horibe, Masayasu1; Nakashima, Ikue2; Sanui, Masamitsu3; Sasaki, Mitsuhito4; Sawano, Hirotaka5; Goto, Takashi6; Ikeura, Tsukasa7; Takeda, Tsuyoshi8; Oda, Takuya9; Yasuda, Hideto10; Ogura, Yuki11; Iwasaki, Eisuke1; Mayumi, Toshihiko12; Kanai, Takanori1
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/493__the_impact_of_very_early_enteral_nutrition_in.457.aspx,"1Keio University School of Medicine, Shinjuku-ku, Japan
2Saiseikai Kumamoto Hospital, Kumamotoshi, Japan
3Jichi Medical University Saitama Medical Center, Saitama, Japan
4Oncology National Cancer Center Hospital, Tokyo, Japan
5Saiseikai Senri Hospital, Senri, Japan
6Hiroshima City Hiroshima Citizens Hospital, Hiroshima city, Japan
7Kansai Medical University, Hirakata, Japan
8The University of Tokyo, Bunkyo-ku, Japan
9Iizuka Hospital, Iizuka City, Fukuoka
10Japanese Red Cross Musashino Hospital, Shinjuku-ku, Japan
11Tokyo Metropolitan Tama Medical Center, Fuchu city, Japan
12School of Medicine University of Occupational and Environmental Health, KitaKyushu, Japan"
494: DAILY FEEDING TUBE MIGRATION ASSESSED USING AN ELECTROMAGNETIC DEVICE,"Bourgault, Annette1; Powers, Jan2; Aguirre, Lillian3; Hines, Robert1
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/494__daily_feeding_tube_migration_assessed_using.458.aspx,"1University of Central Florida, Orlando, FL
2Parkview Health, Fort Wayne, IN
3Orlando Health, Orlando, FL"
495: THE MOLECULAR ADSORBENT RECIRCULATING SYSTEM IN ACUTE LIVER FAILURE: A MULTICENTER COHORT STUDY,"MacDonald, Andrew1; Shropshire, Brianne2; Olson, Jody3; Karvellas, Constantine4
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/495__the_molecular_adsorbent_recirculating_system.459.aspx,"1University of Alberta, Edmonton, Alberta
2University of Kansas, Kansas City, KS
3University of Kansas Hospital Authority, Kansas City, KS
4University of Alberta, Edmonton, AB"
496: BUDD-CHIARI SYNDROME FROM A TUNNELED DIALYSIS CATHETER?,"Butt, Ifrah1; Dave, Kairavee1; Rindy, Lucas1; Concepcion, Livasky2; Heller, Daniel3; Kaplan, Steven1; Kasmin, Franklin1; Rivas, John1
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/496__budd_chiari_syndrome_from_a_tunneled_dialysis.460.aspx,"1Aventura Hospital and Medical Center, Aventura, FL
2Aventura Hospital Medical Center, Aventura, FL
3Aventura, FL"
497: ACUTE ISCHEMIC PANCREATITIS: A RARE COMPLICATION OF SICKLE CELL CRISIS,"Tiwari, Aparna1; Soni, Parita2; Kupfer, Yizhak1; Sinha, Ankur1
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/497__acute_ischemic_pancreatitis__a_rare.461.aspx,"1Maimonides Medical Center, Brooklyn, NY
2Brooklyn, NY"
498: A CASE OF HYPERAMMONEMIA-INDUCED ENCEPHALOPATHY SECONDARY TO HEPATIC SINUSOIDAL OBSTRUCTION SYNDROME,"Afridi, Faraz1; Chizinga, Mwelwa1; Reddy, Raju1
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/498__a_case_of_hyperammonemia_induced.462.aspx,"1University of Florida, Gainesville, FL"
499: AN UNUSUAL CASE OF PSEUDOMYXOMA PERITONEI IN THE ICU,"Tewari, Praful1; Taleb, Mohammad2; Hernandez, Dawn-Alita3; Ahmed, Tamer Said2
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/499__an_unusual_case_of_pseudomyxoma_peritonei_in.463.aspx,"1Perrysburg, OH
2University of Toledo, Toledo, OH
3University of Toledo Medical Center, Toledo, OH"
500: DIAG-“NA”-STIC HICCUPS OF PANCREATITIS,"Belle, Tanya1; Jayaprakash, Namita1
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/500__diag__na__stic_hiccups_of_pancreatitis.464.aspx,"1Detroit, MI"
501: NEUROCOGNITIVE OUTCOMES AND MORTALITY ON PEDIATRIC ECMO ARE PROPORTIONAL TO BLEEDING SEVERITY,"Doane, Katherine1,,2; Guffey, Danielle1; Loftis, Laura1,,2; Nguyen, Trung1,,2; Musick, Matthew1,,2; Ruth, Amanda1,,2; Coleman, Ryan1,,2; Saini, Arun1,,2
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/501__neurocognitive_outcomes_and_mortality_on.465.aspx,"1Baylor College of Medicine, Houston, TX
2Texas Children’s Hospital, Houston, TX"
502: THROMBIN GENERATION IMPROVES EVALUATION OF PEDIATRIC HEMOSTATIC POTENTIAL ON EXTRACORPOREAL SUPPORT,"Clouthier, Katie1; Miszta, Adam1; Laux, Jeffrey1; Sharma, Mahesh1; Clement, Katherine1; Wolberg, Alisa1
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/502__thrombin_generation_improves_evaluation_of.466.aspx,"1University of North Carolina, Chapel Hill, NC"
503: EFFECT OF PLATELET TRANSFUSIONS ON EXTRACORPOREAL LIFE SUPPORT OXYGENATOR FUNCTION,"Chegondi, Madhuradhar1; Badheka, Aditya1; Karam, Oliver2
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/503__effect_of_platelet_transfusions_on.467.aspx,"1Stead Family Children’s Hospital, University of Iowa, Iowa City, IA
2VCU Health System, Richmond, VA"
504: COMPARING ANTITHROMBIN ACTIVITY IN INFANTS WITH CYANOTIC AND ACYANOTIC CONGENITAL HEART DISEASE,"Mowrer, Michael1; Deshpande, Girish2; White, Shanna3; Jesudas, Rohith4; Tarantino, Michael4
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/504__comparing_antithrombin_activity_in_infants.468.aspx,"1University of Texas Southwestern, Dallas, TX
2University Of Illinois College Of Medicine- Peoria, Peoria, IL
3University of California Los Angeles, Los Angeles, CA
4Bleeding & Clotting Disorders Institute, Peoria, IL"
505: CHARACTERISTICS AND OUTCOMES OF NEONATES WITH HEMOPHAGOCYTIC LYMPHOHISTIOCYTOSIS,"Balakumar, Niveditha1; Totapally, Balagangadhar2
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/505__characteristics_and_outcomes_of_neonates_with.469.aspx,"1Nicklaus Children’s Hospital, Coral Gables, FL
2Nicklaus Children’s Hospital, Miami, FL"
506: BLEEDING IN PEDIATRIC PATIENTS WITH PROLONGED INR: EFFECTS OF VITAMIN K AND FRESH FROZEN PLASMA,"Koshel, Christine1; Hassinger, Amanda1; Michienzi, Kelly1; Kramer, Bree1
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/506__bleeding_in_pediatric_patients_with_prolonged.470.aspx,"1John R. Oishei Children’s Hospital, University at Buffalo, Buffalo, NY"
"507: HEMOPHAGOCYTIC LYMPHOHISTIOCYTOSIS, SEIZURES, AND MULTIORGAN FAILURE IN A CHILD WITH RHINOVIRUS","Groves, Kelley1; Bline, Katherine2; Stewart, Claire2
Author Information","https://journals.lww.com/ccmjournal/citation/2020/01001/507__hemophagocytic_lymphohistiocytosis,_seizures,.471.aspx","1Nationwide Children’s Hospital at Ohio State University, Columbus, OH
2Columbus, OH"
508: INTRACRANIAL HEMORRHAGE IN AN INFANT: A CASE OF DELAYED-ONSET VITAMIN K DEFICIENCY BLEEDING,"Gabela Sanchez, Maria Alejandra1; Manley, Mary1; Bacon, Matt1; Shenoi, Asha1
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/508__intracranial_hemorrhage_in_an_infant__a_case.472.aspx,"1University of Kentucky, Lexington, KY"
509: RECURRENT HEMORRHAGE IN A CHILD REQUIRING EXTRACORPOREAL SUPPORT FOR MYCOPLASMA PNEUMONIAE ARDS,"Kavanagh, Robert1; Davis, Joshua1; Ericson, Jessica1; DeMartini, Theodore1
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/509__recurrent_hemorrhage_in_a_child_requiring.473.aspx,"1Penn State College of Medicine, Hershey, PA"
510: PARDS ASSOCIATED WITH SEVERE HYPEREOSINOPHILIA: A RARE PRESENTATION OF NEW-ONSET LEUKEMIA,"Asencio, Jessica1; Kassis, Ola1; Bhutada, Jessica Sheth1; Doan, Andrew1; Beltramo, Fernando2
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/510__pards_associated_with_severe.474.aspx,"2Children’s Hospital Los Angeles, Los Angeles, CA
2Los Angeles, CA"
511: LIFESAVING LIPOPHERESIS: UNEXPLAINED HYPERTRIGLYCERIDEMIA IN A PEDIATRIC BURN PATIENT ON VV ECMO,"Barger, James1; Hernandez, Matthew2; Frantz, Amanda3
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/511__lifesaving_lipopheresis__unexplained.475.aspx,"1University of Florida, Gainesville, FL
2University of Florida
3Gainesville, FL"
512: HEMOGLOBIN MEASURES IN PEDIATRIC ECMO: DOES POINT-OF-CARE AGREE WITH COMPLETE BLOOD CELL COUNT?,"Sethi, Louisa1; Nicol, Kathleen1; Flowers, Maggie1; Joshua Frazier, W.2; Kilgallon, Kevin3; Muszynski, Jennifer4
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/512__hemoglobin_measures_in_pediatric_ecmo__does.476.aspx,"1Nationwide Children’s Hospital, Columbus, OH
2Ohio State University Children’s Hospital, Columbus, OH
3Children’s Hospital Colorado, Aurora, CO
4Children’s Hospital/Ohio State University, Columbus, OH"
"513: CASE SERIES OF 49 CENTRAL LINE-ASSOCIATED DVTS IN CHILDREN: RISK FACTORS, PROPHYLAXIS, AND TREATMENT","Burkiewicz, Kimberly1; Astle, Michele2; Jesudas, Rohith3; Mischler, Matthew4; Gehlbach, Jonathan5; Tripathi, Sandeep6
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/513__case_series_of_49_central_line_associated.477.aspx,"1N/A
2OSF St Francis Medical Center, Peoria
3Bleeding & Clotting Disorders Institute, Peoria, IL
4OSF health care, Peoria, IL
5University of Illinois College of Medicine - Peoria, Peoria, IL
6OSF St Francis Medical Center, Edwards, IL"
514: COMPARING THE IMPACT OF DIC ON MORTALITY IN PEDIATRIC HLH AND SEPSIS,"Smaglick, Michael1; Goldman, Jordana1; Kennedy, Curtis2; Lang, Anna3; Allen, Carl4; McClain, Kenneth4; Nguyen, Trung1
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/514__comparing_the_impact_of_dic_on_mortality_in.478.aspx,"1Baylor College of Medicine/Texas Children’s Hospital, Houston, TX
2Baylor College Of Medicine/Texas Children’s Hospital, Houston, TX
3Baylor College of Medicine, Houston, TX
4Baylor College of Medicine/Texas Children’s Hospital, Houston, TX"
515: TEG AND IMPEDANCE AGGREGOMETRY TO PREDICT PLATELET TRANSFUSION DURING BYPASS FOR PEDIATRIC PATIENTS,"Barker, Erin1; Saini, Arun2; Gazit, Avihu3; Baltagi, Sirine4; Spinella, Philip5; Gage, Brian6; Shea, Susan6
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/515__teg_and_impedance_aggregometry_to_predict.479.aspx,"1Rochester, NY
2Baylor College of Medicine, Houston, TX
3Saint Louis, MO
4Washington University in Saint Louis School of Medicine, Saint Louis, MO
5Washington University In Saint Louis, Saint Louis, MO
6Washington University School of Medicine, St. Louis, MO"
516: SORGHUM CONSUMPTION CAUSING SEVERE METHEMOGLOBINEMIA,"Kothari, Harsh1; Wellnitz, Kari1; Badheka, Aditya1
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/516__sorghum_consumption_causing_severe.480.aspx,"1University of Iowa Hospital and Clinics, Iowa City, IA"
517: ANEMIA: HOW LOW CAN YOU GO?,"Perez, Michelle1; Medar, Shivanand1; Manwani, Deepa1; Derespina, Kim2
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/517__anemia__how_low_can_you_go_.481.aspx,"1Children’s Hospital at Montefiore, Bronx, NY
2Bronx, NY"
518: SECONDARY HEMOPHAGOCYTIC LYMPHOHISTIOCYTOSIS IN A PATIENT WITH ACUTE LYMPHOBLASTIC LEUKEMIA,"Al Ali, Alyaa1; Seelisch, Jennifer1; Ramsi, Musaab2
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/518__secondary_hemophagocytic_lymphohistiocytosis.482.aspx,"1Children’s Hospital, London Health Sciences Centre, London Ontario, Canada
2Sheikh Khalifa Medical City, Abu Dhabi"
519: FATAL INTRACRANIAL HEMORRHAGE IN A NEWBORN: PARENTAL REFUSAL OF POSTNATAL VITAMIN K IS UNACCEPTABLE,"Lew, Alicia1; Sochet, Anthony2; Nakagawa, Thomas3; Bingham, Ladonna4; Lucrezia, Samantha5
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/519__fatal_intracranial_hemorrhage_in_a_newborn_.483.aspx,"1University of South Florida, Tampa, FL
2Johns Hopkins University, Johns Hopkins All Children’s Hospital, St. Petersburg, FL
3St. Petersburg, FL
4Johns Hopkins University; Johns Hopkins All Children’s Hospital, St. Petersburg, FL
5Johns Hopkins All Children’s Hospital, FL"
520: SOMETIMES THE HOOFBEATS BELONG TO A ZEBRA,"Aggarwal, Shefali1; Saeed, Fasiha1
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/520__sometimes_the_hoofbeats_belong_to_a_zebra.484.aspx,"1Advocate Children’s Hospital, Park Ridge, IL"
521: ANTI-INHIBITOR COAGULANT COMPLEX FOR HEMORRHAGE REVERSAL IN PATIENTS TAKING APIXABAN AND RIVAROXABAN,"Mertz, Sean1; Chehab, Fatme2; Koerber, John3; Hoffman, Janet3; Smythe, Maureen2
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/521__anti_inhibitor_coagulant_complex_for.485.aspx,"1Cleveland Clinic Foundation, Cleveland, OH
2Wayne State University, Detroit, MI
3Beaumont Hospital - Royal Oak, Royal Oak, MI"
522: FIXED LOW-DOSE HEPARIN AS INITIAL ANTICOAGULATION FOLLOWING VENTRICULAR ASSIST DEVICE IMPLANTATION,"Morrisette, Matthew1; Patel, Ashni1; Dunn, Steven1
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/522__fixed_low_dose_heparin_as_initial.486.aspx,"1University of Virginia Health System, Charlottesville, VA"
523: COMPARISON OF FIXED-DOSE AND WEIGHT-BASED 4-FACTOR PCC TO REVERSE WARFARIN-ASSOCIATED HEMORRHAGE,"Peters, Nicholas1; Roque, Tara2; Carmody, Brednan3
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/523__comparison_of_fixed_dose_and_weight_based.487.aspx,"1Suburban Hospital - Johns Hopkins Medicine, Bethesda, MD
2IntensiMed LLC Suburban Hospital
3Suburban Hospital, Bethesda, MD"
524: EVALUATION OF ENOXAPARIN PROPHYLAXIS EXPOSURE AND VENOUS THROMBOEMBOLISM IN CRITICALLY ILL PATIENTS,"Chapman, Scott1; Charboneau, Alex2; Banton, Kaysie3; Fung, Linli4; Lunos, Scott2; Tholkes, Tony2; Beilman, Gregory2
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/524__evaluation_of_enoxaparin_prophylaxis_exposure.488.aspx,"1University of Minnesota College of Pharmacy Experimental and Clinical Pharmacology, Minneapolis, MN
2University of Minnesota, Minneapolis, MN
3Swedish Institute, Englewood, CO
4University of Minnesota College of Pharmacy, Minneapolis, MN"
525: CHARACTERISTICS AND COMPLICATIONS OF TUMOR LYSIS SYNDROME IN HEMATOLOGIC MALIGNANCIES,"Roy, Arya Mariam1; Konda, Manojna1; Goel, Akshay2; Meena, Nikhil3
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/525__characteristics_and_complications_of_tumor.489.aspx,"1University of Arkansas for Medical Sciences, Little Rock, AR
2University of Arkansas for Medical Sciences
3University of Arkansas For Medical Sciences Medical Center, Little Rock, AR"
"526: PLATELET TRANSFUSION REFRACTORINESS IN THE ICU AT A TERTIARY CARE CENTER IN RIYADH, SAUDI ARABIA","Arabi, Saeed1; Al-Mahayni, Abdullah2; Al-Omair, Abdulrahman2; Al-Dorzi, Hasan3; Masuadi, Emad2; Damlaj, Moussab4
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/526__platelet_transfusion_refractoriness_in_the.490.aspx,"1College of Medicine, King Saud bin Abdulaziz University for Health Sciences, Riyadh
2College of Medicine, King Saud bin Abdulaziz University for Health Sciences, Riyadh, Saudi Arabia
3King Abdul Aziz Medical City - Pulmonary & Critical Care Medicine, Riyadh, Saudi Arabia
4King Abdulaziz Medical City - Adult Hematology, Riyadh, Saudi Arabia"
527: EVALUATING THE SAFETY AND EFFECTIVENESS OF ANDEXANET ALFA AT A TERTIARY ACADEMIC MEDICAL CENTER,"Girgis, Justina1; Adler, Alexandra2; O’Brien, Kerry2; Uhl, Lyanne2; Elsamadisi, Pansy2; Wex, Nicole2; Bhatt, Snehal2; Eche, Mary3
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/527__evaluating_the_safety_and_effectiveness_of.491.aspx,"1Beth Israel Deaconess Medical Cetner, Boston, MA
2Beth Israel Deaconess Medical Center, Boston, MA
3Beth Israel Deaconess Medical Center, Milton, MA"
528: CLOPIDOGREL-INDUCED THROMBOTIC THROMBOCYTOPENIC PURPURA WITH SUCCESSFUL TRANSITION TO TICAGRELOR,"Magee, Carolyn1; Spiegel, Michelle1; Wiggins, Barbara1; Lim, Ming2
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/528__clopidogrel_induced_thrombotic.492.aspx,"1Medical University of South Carolina, Charleston, SC
2University of Utah, Salt Lake City, UT"
529: SPONTANEOUS INFERIOR PHRENIC ARTERY RUPTURE IN A PATIENT WITH SUPRATHERAPEUTIC INR,"Umadat, Goyal1; Lewis, Kristyn1; Cushenbery, Kristin1; Guru, Pramod1; Sanghavi, Devang1
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/529__spontaneous_inferior_phrenic_artery_rupture.493.aspx,"1Mayo Clinic Jacksonville, Jacksonville, FL"
530: THE MANY FACES OF ACUTE MYELOID LEUKEMIA,"Kalarikkal, Zeid1; Fox-Dahl, Karolyn1; Mahal, Elizabeth1; Greiner, Timothy2; Tulpule, Sunil2; Neuhalfen, Kelsey2; Rohe, Eric2
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/530__the_many_faces_of_acute_myeloid_leukemia.494.aspx,"1University of Nebraska Medical Center, Omaha, NE
2University of Nebraska Medical Center, Omaha, NE"
531: SECONDARY IMMUNE THROMBOCYTOPENIA IN A PATIENT WITH UNDERLYING MONOCLONAL GAMMOPATHY OF UNDETERMINED,"Rehan, Mehboob1; Jared, Morton1; Avondet, Alan2; Rashid, Asma2; Miller, John3; Whatmore, Douglas4; Uzair Lodhi, Muhammad1
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/531__secondary_immune_thrombocytopenia_in_a.495.aspx,"1Eastern Idaho Regional Medical Center, Idaho Falls, ID
2Eastern Idaho Regional Medical Center, Ammon, ID
3Idaho Falls, ID
4Eastern Idaho Medical Consultants, Idaho Falls, ID"
532: HEMOPHAGOCYTIC LYMPHOHISTIOCYTOSIS COMPLICATED BY ARDS AND PANHYPOGLOBULINEMIA,"Marin Garcia, Gerald Lee1; Garmer, Stephanie2; Bonano-Rios, Amalia1; Rivera Agosto, Mariela M.3; Torres-Palacios, Jose4
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/532__hemophagocytic_lymphohistiocytosis.496.aspx,"1VA Caribbean Healthcare System, San Juan, PR
2University of Puerto Rico Hospital, Carolina, PR
3VA Caribbean Healthcare System, Vega Alta, Puerto Rico
4Veterans Affairs Caribbean Healthcare System, San Juan, PR"
533: FATAL CASE OF ACQUIRED TTP IN THE SETTING OF LONG-TERM PLAVIX THERAPY,"Chesini, Gino1; West, Jake2; Campbell, Ruth3; Heckart, Jonathan3; Guevara-Hernandez, Maria4
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/533__fatal_case_of_acquired_ttp_in_the_setting_of.497.aspx,"1N/A
2Des Moines, IA
3Mercy Medical Center, Des Moines, IA
4Iowa Medical Collaborative (internal medicine residency faculty), Des Moines, IA"
534: ACUTE INTRACEREBRAL HEMORRHAGE ASSOCIATED WITH EXTENSIVE VENOUS THROMBOSIS DUE TO SPONTANEOUS HIT,"Domecq Garces, Juan Pablo1; Poterucha, Joseph2; Kashani, Kianoush1
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/534__acute_intracerebral_hemorrhage_associated.498.aspx,"1Mayo Clinic, Rochester, MN
2Mayo Clinic, La Crosse, WI"
535: ENCEPHALOPATHY IN ACCELERATED-PHASE CML,"Mendpara, Rachana1,,2
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/535__encephalopathy_in_accelerated_phase_cml.499.aspx,"1Savannah, GA
2Memorial Health University Medical Center, Savannah, GA"
536: RENAL CELL CARCINOMA PRESENTING AS ACUTE FULMINANT DISSEMINATED INTRAVASCULAR COAGULATION,"Lewis, Kristyn1; Seneviratne, Danushka1; Roy, Archana1
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/536__renal_cell_carcinoma_presenting_as_acute.500.aspx,"1Mayo Clinic, Jacksonville, FL"
537: LIFE-THREATENING IATROGENIC PHLEGMASIA CERULEA DOLENS AFTER RETURN OF SPONTANEOUS CIRCULATION,"Kaur, Navneet1; Perez Garcia, Yanet1; Del Sol, David1; Malcynski, John2,,3
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/537__life_threatening_iatrogenic_phlegmasia.501.aspx,"1Florida Atlantic University Charles E. Schmidt College of Medicine, Boca Raton, FL
2Critical Care Medicine, Clinical Affiliate Associate Professor, Boyton Beach, FL
3Florida Atlantic University Charles E. Schmidt College of Medicine, Bethesda Hospital East, Boynton Beach, FL"
