Article Title,Authors,Article URL,Author Information
882: NONENTERAL ADMINISTRATION OF PREGABALIN FOR WITHDRAWAL IN A SURGICAL CRITICALLY ILL PATIENT,"Kram, Shawn1; Tatum, Mary1; Iboaya, Ehimemem1; Klapper, Jacob1
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/882__nonenteral_administration_of_pregabalin_for.843.aspx,"1Duke University Hospital, Durham, NC"
883: UFH DOSING BASED ON EBV AND VTE AND BLEEDING IN UNDERWEIGHT PATIENTS WITH NEUROLOGIC INJURY,"Betthauser, Kevin1; Carter, Chris2; Peppard, William3
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/883__ufh_dosing_based_on_ebv_and_vte_and_bleeding.844.aspx,"1Barnes Jewish Hospital, Saint Louis, MO
2Manchester, MO
3Froedtert & The Medical College of Wisconsin, Milwaukee, WI"
884: PHARMACOKINETIC AND PHARMACODYNAMIC EVALUATION OF LEVETIRACETAM IN CRITICALLY ILL PATIENTS WITH SAH,"Matre, Edward Van1; Mueller, Scott2; Neumann, Robert3; Cava, Luis3; MacLaren, Robert4; Kiser, Tyree5
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/884__pharmacokinetic_and_pharmacodynamic.845.aspx,"1University of Tennessee College of Pharmacy, Memphis, TN
2University of Colorado School of Pharmacy, Aurora, CO
3University of Colorado Hospital, Denver, CO
4Aurora, CO
5University of Colorado Anschutz Medical Campus, Aurora, CO"
885: EFFICACY OF FIXED-DOSE PCC4 COMPARED TO THE FDA-APPROVED DOSE FOR EMERGENT WARFARIN REVERSAL,"Kalaria, Nirali1; Rosini, Jamie1; Tully, Andrea1
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/885__efficacy_of_fixed_dose_pcc4_compared_to_the.846.aspx,"1Christiana Care Health System, Newark, DE"
886: CLINICAL EFFECT OF THE POTENTIAL DRUG-DRUG INTERACTION BETWEEN PHENYTOIN AND PHENOBARBITAL,"Landolf, Kaitlin1; Malinowski, Ashleigh2; Durkin, Joseph2
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/886__clinical_effect_of_the_potential_drug_drug.847.aspx,"1University of Maryland Medical Center, Baltimore, MD
2University of Pittsburgh Medical Center Presbyterian, Pittsburgh, PA"
887: INCIDENCE OF HYPERCHLOREMIA AND ACUTE KIDNEY INJURY ASSOCIATED WITH HYPERTONIC SALINE ADMINISTRATION,"Rieder, Megan1; Hansford, Michael2; Stun, Lucy3; Braksick, Sherri4
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/887__incidence_of_hyperchloremia_and_acute_kidney.848.aspx,"1Denver, CO
2The University of Kansas Hospital
3University of Kansas Medical Center, Kansas City, KS
4Kansas City, KS"
888: EFFECT OF RESTARTING PSYCHOTROPIC HOME MEDICATIONS ON THE INCIDENCE OF INTENSIVE CARE UNIT DELIRIUM,"Staub, Elizabeth1; Thompson, Ashley2; Rashidi, Sanam3; Agustin, Janelle3; Shieh, Jennifer3; Croci, Rhiannon2; Li, Fanny2; Gross, Kendall2
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/888__effect_of_restarting_psychotropic_home.849.aspx,"1University of California San Francisco Medical Center, San Francisco, CA
2University of California, San Francisco Medical Center, San Francisco, CA
3University of California, San Francisco School of Pharmacy, San Francisco, CA"
889: ACUTE STIMULANT USE IN PATIENTS WITH VASCULAR NEUROLOGIC INJURY,"Barra, Megan1; Lissak, India1; Sojan, Charu1; Edlow, Brian1; Mazwi, Nicole1
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/889__acute_stimulant_use_in_patients_with_vascular.850.aspx,"1Massachusetts General Hospital, Boston, MA"
890: BENZODIAZEPINE-SPARING REGIMEN FOR MANAGEMENT OF ALCOHOL WITHDRAWAL IN THE INTENSIVE CARE UNIT,"Diep, Calvin1; Nguyen, Cherwyn2; Kuo, Jamie2; Lorenzo, Javier3; Ran, Ran4
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/890__benzodiazepine_sparing_regimen_for_management.851.aspx,"1Stanford Healthcare, Stanford, CA
2Stanford Healthcare, Stanford, CA
3Stanford University Hospital & Clinics, Stanford, CA
4Oregon Health & Science University, Portland, OR"
891: EFFECTIVENESS OF ADJUNCT ANTIPSYCHOTIC THERAPY FOR SEVERE ALCOHOL WITHDRAWAL IN THE MICU,"Ramos, Victoria1; Soriano, Vincent1
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/891__effectiveness_of_adjunct_antipsychotic.852.aspx,"1John H. Stroger, Jr. Hospital of Cook County, Chicago, IL"
892: ANTIEPILEPTIC FAILURE OR SIDE EFFECT? THE MISDIAGNOSIS OF SEROTONIN SYNDROME AS STATUS EPILEPTICUS,"Phillips, Shawn1; Holden, Devin2
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/892__antiepileptic_failure_or_side_effect__the.853.aspx,"1Albany Medical Center, Albany, NY
2Albany, NY"
893: BOLUS-DOSE EPINEPHRINE IN HEMODYNAMICALLY UNSTABLE ADULTS,"Farina, Nicholas1; Kurish, Brian2; Miller, James3
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/893__bolus_dose_epinephrine_in_hemodynamically.854.aspx,"1Ann Arbor, MI
2Michigan Medicine
3University of Michigan Health System, Ann Arbor, MI"
894: ARE ANTIPSYCHOTIC MEDICATIONS HARMFUL FOR PATIENTS WITH INTENSIVE CARE UNIT DELIRIUM?,"Boncyk, Christina1; Stollings, Joanna1; Marshall, Matt1; Feng, Xiaoke1; Shotwell, Matthew2; Pandharipande, Pratik1; Hughes, Christopher1
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/894__are_antipsychotic_medications_harmful_for.855.aspx,"1Vanderbilt University Medical Center, Nashville, TN
2Vanderbilt University, Nashville, TN"
895: ENTERAL VERSUS INTRAVENOUS PHENOBARBITAL BOLUS DOSING FOR ALCOHOL WITHDRAWAL SYNDROME,"Misencik, Jennifer1; Thomas, Tonya2
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/895__enteral_versus_intravenous_phenobarbital.856.aspx,"1Ascension Saint Thomas West Hospital, Nashville, TN
2Saint Thomas West Hospital, Nashville, TN"
896: DEVELOPMENT OF A MEDICATION THERAPY MANAGEMENT SCORING INDEX IN CRITICALLY ILL PATIENTS,"Lees, Lauren1; Allen, Livia2; Derenski, Karrie2
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/896__development_of_a_medication_therapy.857.aspx,"1Hillcrest Hospital South, Tulsa, OK
2CoxHealth, Springfield, MO"
897: IMPACT OF PROTOCOLIZED SLEEP IMPROVEMENT UTILIZING FITNESS WATCH TECHNOLOGY IN THE ICU,"Andrews, Jessica1; Lynch, Patricia Louzon2; Pyles, Eric3; Torres, Xsvier1; Ali, Mahmood3
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/897__impact_of_protocolized_sleep_improvement.858.aspx,"1AdventHealth Orlando, Orlando, FL
2Orlando, FL
3Florida Hospital Orlando, Orlando, FL"
898: SAFETY AND EFFICACY OF PUSH-DOSE PHENYLEPHRINE IN ADULT ICU PATIENTS,"Kurish, Brian1; Alaniz, Cesar2; Miller, James3; Farina, Nicholas4
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/898__safety_and_efficacy_of_push_dose.859.aspx,"1ProMedica Toledo Hospital, Toledo, OH
2University of Michigan, Ann Arbor, MI
3University of Michigan Health System, Ann Arbor, MI
4Ann Arbor, MI"
899: DEXMEDETOMIDINE AND LENGTH OF STAY IN SUBJECTS WITH ALCOHOL WITHDRAWAL SYNDROME: A META-ANALYSIS,"Augustin, Najwan1,,2; Calvo-Ayala, Enrique3
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/899__dexmedetomidine_and_length_of_stay_in.860.aspx,"1Michigan State University College of Osteopathic Medicine, East Lansing, MI
2Henry Ford Macomb Hospital, Clinton Township, MI
3Henry Ford Hospital System, Detroit, MI"
900: INCIDENCE AND RISK FACTORS FOR PROPOFOL-ASSOCIATED HYPERTRIGLYCERIDEMIA,"Greene, Rebecca1; Zullo, Andrew2,,1; Berard-Collins, Christine1
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/900__incidence_and_risk_factors_for.861.aspx,"1Rhode Island Hospital, Providence, RI
2Brown University School of Public Health, Providence, RI"
902: EVALUATION OF ANTIPSYCHOTIC CONTINUATION IN CRITICALLY ILL PATIENTS WITH ICU DELIRIUM,"Gibson, Gabrielle1
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/902__evaluation_of_antipsychotic_continuation_in.863.aspx,"1Barnes-Jewish Hospital, St. Louis, MO"
903: ADJUNCTIVE DEXMEDETOMIDINE VERSUS BENZODIAZEPINE SYMPTOM- TRIGGERED THERAPY FOR ALCOHOL WITHDRAWAL,"Collier, Tia1; Farrell, Lane2; Killian, Aaron2; Kataria, Vivek2
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/903__adjunctive_dexmedetomidine_versus.864.aspx,"1UNC REX, Raleigh, NC
2Baylor University Medical Center, Dallas, TX"
904: ANTIPSYCHOTIC USE FOR INTENSIVE CARE UNIT DELIRIUM: A FOCUS ON TRANSITIONS OF CARE,"Mertz, Sean1; Natavio, Allycia2; Serafino, Alexandra2
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/904__antipsychotic_use_for_intensive_care_unit.865.aspx,"1Cleveland Clinic Foundation, Cleveland, OH
2Beaumont Hospital - Royal Oak, Royal Oak, MI"
905: DEVELOPMENT OF A PHARMACY PRODUCTIVITY TOOL TO ASSESS THE INTENSITY OF CLINICAL SERVICES,"Tucker, Calvin1
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/905__development_of_a_pharmacy_productivity_tool.866.aspx,"1UF Health Shands Children’s Hospital, Jacksonville, FL"
906: PHARMACY SERVICES’ EFFECT ON SEVERE ALCOHOL WITHDRAWAL MANAGEMENT,"McCoy, Shelbie1,,2
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/906__pharmacy_services__effect_on_severe_alcohol.867.aspx,"1Nixa, MO
2Cox Medical Center Branson, Branson, MO"
907: IMPACT OF A SEDATION AND ANALGESIA PROTOCOL IN SURGICAL ICU PATIENTS,"Patel, Mona1; Hochman, Beth2; Rivera, Mirella3; Tesorio, Cristina4; Moitra, Vivek2; Mittel, Aaron2
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/907__impact_of_a_sedation_and_analgesia_protocol.868.aspx,"1New York Presbyterian Hospital-Columbia, New York, NY
2Columbia University, New York, NY
3New York-Presbyterian Hospital, New York, NY
4New York-Presbyterian Hospital, New York, NY"
908: ALCOHOL WITHDRAWAL PROTOCOL EVALUATION AT AN ACADEMIC MEDICAL CENTER,"Archer, Sydney1; Knutson, Jace2; Stun, Lucy3
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/908__alcohol_withdrawal_protocol_evaluation_at_an.869.aspx,"1The University of Kansas Health System, Prairie Village, KS
2University of Kansas Hospital Authority, Kansas City, KS
3University of Kansas Medical Center, Kansas City, KS"
909: SEVERE HYPERCALCEMIA INDUCED BY ABSORBABLE CALCIUM SULFATE BEADS IMPREGNATED WITH ANTIBIOTICS,"Gilbert, Brian1
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/909__severe_hypercalcemia_induced_by_absorbable.870.aspx,"1Wesley Medical Center, Wichita, KS"
910: PHARMACIST INVOLVEMENT IN THE COMPREHENSIVE CARE OF ACUTE CARE AND TRAUMA SURGERY PATIENTS,"Poyant, Janelle1; Bottom-Tanzer, Samantha2,,3; Louzada, Maria Teresa4,,1; Emoff, Caroline5,,1; Ahmed, Sana5,,1; Boudouvas, Abbey6,,1; Poon, Eileen6,,1; Mahoney, Eric7,,1
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/910__pharmacist_involvement_in_the_comprehensive.871.aspx,"1Tufts Medical Center, Boston, MA
2Sackler School of Graduate Biomedical Sciences, Boston, MA
3Tufts University, Boston, MA
4Department of General Surgery, Boston, MA
5Department of Social Work Services, Boston, MA
6Department of Physical and Occupational Therapy, Boston, MA
7Department of Trauma and Acute Care Surgery, Boston, MA"
911: CHARACTERISTICS OF NEOSTIGMINE USE FOR TREATMENT OF CONSTIPATION OR ILEUS IN A TRAUMA ICU,"Ferguson, Kaitlin1; Vesely, Vanessa1; Quach, David1; Duggins, Katherine2
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/911__characteristics_of_neostigmine_use_for.872.aspx,"1Bryan Health, Lincoln, NE
2Bryan Medical Center, Lincoln, NE"
912: AN EVALUATION OF EPIDURAL USAGE AND SAFETY IN THE GERIATRIC TRAUMA PATIENT POPULATION,"Boyd, Allison1; Girouard, Linda1
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/912__an_evaluation_of_epidural_usage_and_safety_in.873.aspx,"1Rhode Island Hospital, Providence, RI"
913: IMPACT OF OBESITY ON VASOPRESSIN DOSING IN SEPTIC SHOCK,"Haller, J.1; Morgan Jones, G.2; Kimmons, Lauren3
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/913__impact_of_obesity_on_vasopressin_dosing_in.874.aspx,"1St. Joseph’s Medical Center, Phoenix, AZ
2Methodist LeBonheur Healthcare, Memphis, TN
3Memphis, TN"
914: A COMPARISON OF HEMODYNAMIC EFFECTS OF CONTINUOUS INFUSION SEDATION IN PATIENTS WITH SEPSIS,"Patel, Gourang1; Benken, Scott2; Hammond, Drayton1
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/914__a_comparison_of_hemodynamic_effects_of.875.aspx,"1Rush University Medical Center, Chicago, IL
2University of Illinois Health Sciences and Medical Center, Chicago, IL"
915: PHARM-CRIT: MEDICATION REGIMEN COMPLEXITY IN THE ICU (MRC-ICU) AS A PREDICTOR OF INPATIENT MORTALITY,"Newsome, Andrea1; Rech, Megan2; Hammond, Drayton3; Liang, Edith4; Masic, Dalila5; Vilella, Antonia6; Smith, Melanie7; Plewa-Rusiecki, Angela8; Heavner, Mojdeh9; Dzierba, Amy10; Blackwell, Sarah11; Flannery, Alexander12; Shah, Poorvi13; Smith, Zachary14; Horng, Michelle15; Radosevich, John16; Hassig, Tanna17; Campbell, Joshua18; Montero, Jennifer19
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/915__pharm_crit__medication_regimen_complexity_in.876.aspx,"1North Augusta, SC
2Loyola University Medical Center, Maywood, IL
3Rush University Medical Center, Chicago, IL
4Chicago, IL
5Maywood, IL
6Parrish, FL
7Medical University of South Carolina, Charleston, SC
8John H. Stroger, Jr. Hospital Of Cook County, Chicago, IL
9University of Maryland School of Pharmacy, Baltimore, MD
10New York- Presbyterian Hospital, New York, NY
11Birmingham, AL
12University of Kentucky College of Medicine, Lexington, KY
13Advocate Christ Medical Center, Oak Lawn, IL
14Henry Ford Hospital, Detroit, MI
15Houston, TX
16St. Joseph’s Hospital and Medical Center, Phoenix, AZ
17Aurora, CO
18Sayre, PA
19Lakeland Regional Medical Center, Lakeland, FL
20SCCM, Mt. Prospect, IL"
916: A SYSTEMATIC REVIEW OF OPIOID-SPARING EFFECT OF INTRAVENOUS ACETAMINOPHEN IN ADULT SURGERY PATIENTS,"Malesker, Mark1; Hilleman, Daniel2; Aurit, Sarah2; Morrow, Lee3
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/916__a_systematic_review_of_opioid_sparing_effect.877.aspx,"1Creighton University School of Pharmacy, Omaha, NE
2Creighton University, Omaha, NE
3Omaha, NE"
917: COMPARISON OF WEIGHT-BASED AND FIXED-DOSE 4F-PCC FOR VITAMIN K ANTAGONIST REVERSAL,"Milkovits, Ashley1; McAllister, Kelly1; Sugrue, David2; Faris, Jane1; Schad, Jessica3
Author Information",https://journals.lww.com/ccmjournal/citation/2020/01001/917__comparison_of_weight_based_and_fixed_dose.878.aspx,"1Carilion Roanoke Memorial Hospital, Roanoke, VA
2The Johns Hopkins Hospital, Baltimore, MD
3Carilion Roanoke Memorial Hospital, Roanoke VA"
